name,id,source,target,size,date
wish.com,4,,11,4,2015-01
wish.com,0,,6,11,2015-01
wish.com,7,1,13,5,2015-02
wish.com,11,4,14,3,2015-02
wish.com,10,5,18,2,2015-02
wish.com,9,3,16,8,2015-02
wish.com,8,2,15,23,2015-02
wish.com,6,0,12,4,2015-02
wish.com,12,6,19,6,2015-03
wish.com,13,7,20,2,2015-03
wish.com,16,9,22|19,9,2015-03
wish.com,14,11,24,4,2015-03
wish.com,18,10,21,3,2015-03
wish.com,15,8,22,19,2015-03
wish.com,17,,19,2,2015-03
wish.com,22,15|16,28,20,2015-04
wish.com,19,12|16|17,32,10,2015-04
wish.com,21,18,31,5,2015-04
wish.com,20,13,29,4,2015-04
wish.com,23,,25,2,2015-04
wish.com,24,14,27,3,2015-04
wish.com,28,22,33,21,2015-05
wish.com,32,19,33,4,2015-05
wish.com,25,23,33,3,2015-05
wish.com,29,20,34,4,2015-05
wish.com,31,21,35,4,2015-05
wish.com,27,24,36,5,2015-05
wish.com,26,,34,1,2015-05
wish.com,30,,33,5,2015-05
wish.com,38,,40,6,2015-06
wish.com,34,26|29,40|42,4,2015-06
wish.com,36,27,44,7,2015-06
wish.com,33,25|28|30|32,40,21,2015-06
wish.com,35,31,39,7,2015-06
wish.com,37,,43,2,2015-06
wish.com,40,33|34|38,45|48,22,2015-07
wish.com,39,35,47,11,2015-07
wish.com,42,34,46,7,2015-07
wish.com,41,,46,4,2015-07
wish.com,44,36,50,2,2015-07
wish.com,43,37,49,3,2015-07
wish.com,50,44,57,5,2015-08
wish.com,46,41|42,,6,2015-08
wish.com,45,40,51,25,2015-08
wish.com,49,43,55,2,2015-08
wish.com,48,40,53,6,2015-08
wish.com,47,39,54,5,2015-08
wish.com,54,47,62,7,2015-09
wish.com,52,,60|61,6,2015-09
wish.com,51,45,58,20,2015-09
wish.com,55,49,63,2,2015-09
wish.com,53,48,59,10,2015-09
wish.com,56,,64,2,2015-09
wish.com,57,50,62,4,2015-09
wish.com,61,52,68|67,3,2015-10
wish.com,59,53,66,2,2015-10
wish.com,63,55,70,1,2015-10
wish.com,62,54|57,69,8,2015-10
wish.com,64,56,71,7,2015-10
wish.com,60,52,67,3,2015-10
wish.com,58,51,68,27,2015-10
wish.com,65,,,18,2015-11
wish.com,66,59,72,4,2015-11
wish.com,70,63,76,2,2015-11
wish.com,68,58|61,72,14,2015-11
wish.com,71,64,73,3,2015-11
wish.com,69,62,74,5,2015-11
wish.com,67,60|61,73,6,2015-11
wish.com,72,66|68,82|80,12,2015-12
wish.com,77,,79,3,2015-12
wish.com,74,69,79,17,2015-12
wish.com,73,67|71,81,17,2015-12
wish.com,76,70,83,2,2015-12
wish.com,75,,82|80|84,1,2015-12
wish.com,81,73,89,9,2016-01
wish.com,84,75,85,1,2016-01
wish.com,79,74|77,85,15,2016-01
wish.com,83,76,90,4,2016-01
wish.com,80,72|75,88,20,2016-01
wish.com,82,72|75,87,3,2016-01
wish.com,90,83,94,3,2016-02
wish.com,86,,96,5,2016-02
wish.com,88,80,92,18,2016-02
wish.com,87,82,95,6,2016-02
wish.com,85,79|84,91,10,2016-02
wish.com,89,81,93,9,2016-02
wish.com,93,89,100|101,10,2016-03
wish.com,94,90,103,4,2016-03
wish.com,91,85,98,14,2016-03
wish.com,95,87,104,6,2016-03
wish.com,97,,98,1,2016-03
wish.com,96,86,99,6,2016-03
wish.com,92,88,102,11,2016-03
wish.com,104,95,105,7,2016-04
wish.com,99,96,106,3,2016-04
wish.com,100,93,107,7,2016-04
wish.com,103,94,109,1,2016-04
wish.com,101,93,107,6,2016-04
wish.com,98,91|97,106,27,2016-04
wish.com,102,92,108,2,2016-04
wish.com,107,100|101,110,11,2016-05
wish.com,109,103,112,2,2016-05
wish.com,106,98|99,110,19,2016-05
wish.com,108,102,110,18,2016-05
wish.com,105,104,111,3,2016-05
wish.com,112,109,115,6,2016-06
wish.com,111,105,114,4,2016-06
wish.com,110,106|107|108,113,43,2016-06
wish.com,113,110,117,38,2016-07
wish.com,115,112,119,6,2016-07
wish.com,114,111,118,4,2016-07
wish.com,116,,120,5,2016-07
wish.com,117,113,,32,2016-08
wish.com,119,115,,5,2016-08
wish.com,120,116,,5,2016-08
wish.com,118,114,,2,2016-08
yelp.com,1,,7,14,2015-01
yelp.com,5,,10,5,2015-01
yelp.com,3,,9,14,2015-01
yelp.com,2,,8,18,2015-01
yelp.com,4,,11,7,2015-01
yelp.com,0,,6,3,2015-01
yelp.com,7,1,13,14,2015-02
yelp.com,11,4,14,7,2015-02
yelp.com,10,5,18,4,2015-02
yelp.com,9,3,16,23,2015-02
yelp.com,8,2,15,13,2015-02
yelp.com,6,0,12,2,2015-02
yelp.com,12,6,19,7,2015-03
yelp.com,18,10,21,4,2015-03
yelp.com,14,11,24,6,2015-03
yelp.com,13,7,20,13,2015-03
yelp.com,15,8,22,9,2015-03
yelp.com,16,9,22|19,21,2015-03
yelp.com,22,15|16,28,24,2015-04
yelp.com,19,12|16,32,11,2015-04
yelp.com,21,18,31,7,2015-04
yelp.com,20,13,29,13,2015-04
yelp.com,23,,25,1,2015-04
yelp.com,24,14,27,5,2015-04
yelp.com,29,20,34,8,2015-05
yelp.com,32,19,33,8,2015-05
yelp.com,28,22,33,11,2015-05
yelp.com,25,23,33,4,2015-05
yelp.com,27,24,36,4,2015-05
yelp.com,26,,34,12,2015-05
yelp.com,30,,33,5,2015-05
yelp.com,31,21,35,7,2015-05
yelp.com,38,,40,7,2015-06
yelp.com,34,26|29,40|42,16,2015-06
yelp.com,36,27,44,7,2015-06
yelp.com,33,25|28|30|32,40,16,2015-06
yelp.com,35,31,39,8,2015-06
yelp.com,37,,43,3,2015-06
yelp.com,40,33|34|38,45|48,19,2015-07
yelp.com,39,35,47,14,2015-07
yelp.com,42,34,46,9,2015-07
yelp.com,41,,46,10,2015-07
yelp.com,44,36,50,3,2015-07
yelp.com,43,37,49,3,2015-07
yelp.com,50,44,57,6,2015-08
yelp.com,46,41|42,,10,2015-08
yelp.com,45,40,51,16,2015-08
yelp.com,49,43,55,3,2015-08
yelp.com,48,40,53,9,2015-08
yelp.com,47,39,54,12,2015-08
yelp.com,54,47,62,12,2015-09
yelp.com,52,,60|61,4,2015-09
yelp.com,51,45,58,11,2015-09
yelp.com,55,49,63,3,2015-09
yelp.com,53,48,59,18,2015-09
yelp.com,56,,64,3,2015-09
yelp.com,57,50,62,5,2015-09
yelp.com,61,52,68|67,6,2015-10
yelp.com,63,55,70,2,2015-10
yelp.com,59,53,66,12,2015-10
yelp.com,62,54|57,69,13,2015-10
yelp.com,64,56,71,8,2015-10
yelp.com,60,52,67,2,2015-10
yelp.com,58,51,68,13,2015-10
yelp.com,65,,,6,2015-11
yelp.com,66,59,72,13,2015-11
yelp.com,70,63,76,2,2015-11
yelp.com,68,58|61,72,20,2015-11
yelp.com,71,64,73,2,2015-11
yelp.com,69,62,74,9,2015-11
yelp.com,67,60|61,73,4,2015-11
yelp.com,72,66|68,82|80,19,2015-12
yelp.com,77,,79,5,2015-12
yelp.com,74,69,79,18,2015-12
yelp.com,73,67|71,81,6,2015-12
yelp.com,76,70,83,3,2015-12
yelp.com,75,,82|80|84,5,2015-12
yelp.com,81,73,89,4,2016-01
yelp.com,84,75,85,2,2016-01
yelp.com,79,74|77,85,18,2016-01
yelp.com,83,76,90,4,2016-01
yelp.com,80,72|75,88,17,2016-01
yelp.com,82,72|75,87,10,2016-01
yelp.com,90,83,94,2,2016-02
yelp.com,86,,96,9,2016-02
yelp.com,88,80,92,16,2016-02
yelp.com,89,81,93,4,2016-02
yelp.com,85,79|84,91,16,2016-02
yelp.com,87,82,95,12,2016-02
yelp.com,93,89,100|101,3,2016-03
yelp.com,96,86,99,12,2016-03
yelp.com,95,87,104,9,2016-03
yelp.com,94,90,103,5,2016-03
yelp.com,97,,98,1,2016-03
yelp.com,91,85,98,21,2016-03
yelp.com,92,88,102,9,2016-03
yelp.com,99,96,106,6,2016-04
yelp.com,100,93,107,3,2016-04
yelp.com,103,94,109,5,2016-04
yelp.com,101,93,107,7,2016-04
yelp.com,102,92,108,4,2016-04
yelp.com,98,91|97,106,22,2016-04
yelp.com,104,95,105,12,2016-04
yelp.com,107,100|101,110,7,2016-05
yelp.com,109,103,112,8,2016-05
yelp.com,106,98|99,110,25,2016-05
yelp.com,108,102,110,17,2016-05
yelp.com,105,104,111,9,2016-05
yelp.com,112,109,115,11,2016-06
yelp.com,111,105,114,13,2016-06
yelp.com,110,106|107|108,113,49,2016-06
yelp.com,113,110,117,55,2016-07
yelp.com,115,112,119,9,2016-07
yelp.com,114,111,118,9,2016-07
yelp.com,116,,120,4,2016-07
yelp.com,117,113,,42,2016-08
yelp.com,118,114,,6,2016-08
yelp.com,120,116,,1,2016-08
yelp.com,119,115,,7,2016-08
home24.de,1,,7,9,2015-01
home24.de,5,,10,7,2015-01
home24.de,3,,9,21,2015-01
home24.de,2,,8,6,2015-01
home24.de,4,,11,8,2015-01
home24.de,0,,6,6,2015-01
home24.de,7,1,13,7,2015-02
home24.de,11,4,14,4,2015-02
home24.de,10,5,18,11,2015-02
home24.de,9,3,16,13,2015-02
home24.de,8,2,15,7,2015-02
home24.de,6,0,12,12,2015-02
home24.de,12,6,19,18,2015-03
home24.de,13,7,20,7,2015-03
home24.de,17,,19,4,2015-03
home24.de,14,11,24,4,2015-03
home24.de,18,10,21,12,2015-03
home24.de,15,8,22,5,2015-03
home24.de,16,9,22|19,8,2015-03
home24.de,22,15|16,28,6,2015-04
home24.de,19,12|16|17,32,21,2015-04
home24.de,21,18,31,16,2015-04
home24.de,20,13,29,8,2015-04
home24.de,23,,25,1,2015-04
home24.de,24,14,27,3,2015-04
home24.de,29,20,34,4,2015-05
home24.de,28,22,33,7,2015-05
home24.de,32,19,33,4,2015-05
home24.de,27,24,36,1,2015-05
home24.de,25,23,33,20,2015-05
home24.de,26,,34,7,2015-05
home24.de,30,,33,1,2015-05
home24.de,31,21,35,13,2015-05
home24.de,38,,40,3,2015-06
home24.de,34,26|29,40|42,11,2015-06
home24.de,36,27,44,3,2015-06
home24.de,33,25|28|30|32,40,21,2015-06
home24.de,35,31,39,15,2015-06
home24.de,37,,43,3,2015-06
home24.de,40,33|34|38,45|48,14,2015-07
home24.de,39,35,47,26,2015-07
home24.de,42,34,46,4,2015-07
home24.de,41,,46,10,2015-07
home24.de,44,36,50,1,2015-07
home24.de,43,37,49,1,2015-07
home24.de,50,44,57,3,2015-08
home24.de,46,41|42,,4,2015-08
home24.de,45,40,51,23,2015-08
home24.de,49,43,55,3,2015-08
home24.de,48,40,53,6,2015-08
home24.de,47,39,54,17,2015-08
home24.de,54,47,62,16,2015-09
home24.de,52,,60|61,2,2015-09
home24.de,51,45,58,24,2015-09
home24.de,55,49,63,3,2015-09
home24.de,53,48,59,9,2015-09
home24.de,56,,64,1,2015-09
home24.de,57,50,62,1,2015-09
home24.de,64,56,,2,2015-10
home24.de,59,53,66,2,2015-10
home24.de,63,55,70,2,2015-10
home24.de,62,54|57,69,12,2015-10
home24.de,61,52,68|67,2,2015-10
home24.de,60,52,67,1,2015-10
home24.de,58,51,68,19,2015-10
home24.de,65,,,7,2015-11
home24.de,66,59,72,2,2015-11
home24.de,70,63,76,5,2015-11
home24.de,68,58|61,72,18,2015-11
home24.de,69,62,74,5,2015-11
home24.de,67,60|61,73,1,2015-11
home24.de,73,67,81,5,2015-12
home24.de,72,66|68,82|80,8,2015-12
home24.de,74,69,79,19,2015-12
home24.de,77,,79,3,2015-12
home24.de,76,70,83,2,2015-12
home24.de,75,,82|80|84,1,2015-12
home24.de,81,73,89,3,2016-01
home24.de,84,75,85,2,2016-01
home24.de,79,74|77,85,14,2016-01
home24.de,83,76,90,2,2016-01
home24.de,80,72|75,88,15,2016-01
home24.de,82,72|75,87,2,2016-01
home24.de,90,83,94,4,2016-02
home24.de,86,,96,4,2016-02
home24.de,88,80,92,16,2016-02
home24.de,87,82,95,3,2016-02
home24.de,85,79|84,91,7,2016-02
home24.de,89,81,93,3,2016-02
home24.de,93,89,100|101,5,2016-03
home24.de,96,86,99,2,2016-03
home24.de,95,87,104,4,2016-03
home24.de,92,88,102,5,2016-03
home24.de,94,90,103,4,2016-03
home24.de,91,85,98,18,2016-03
home24.de,104,95,105,4,2016-04
home24.de,99,96,106,3,2016-04
home24.de,100,93,107,5,2016-04
home24.de,103,94,109,4,2016-04
home24.de,101,93,107,3,2016-04
home24.de,98,91,106,18,2016-04
home24.de,102,92,108,3,2016-04
home24.de,107,100|101,110,7,2016-05
home24.de,109,103,112,4,2016-05
home24.de,106,98|99,110,14,2016-05
home24.de,108,102,110,12,2016-05
home24.de,105,104,111,4,2016-05
home24.de,112,109,115,3,2016-06
home24.de,111,105,114,3,2016-06
home24.de,110,106|107|108,113,37,2016-06
home24.de,113,110,117,28,2016-07
home24.de,115,112,119,2,2016-07
home24.de,114,111,118,3,2016-07
home24.de,116,,,4,2016-07
home24.de,117,113,,26,2016-08
home24.de,119,115,,3,2016-08
home24.de,118,114,,3,2016-08
zillow.com,1,,7,18,2015-01
zillow.com,5,,10,13,2015-01
zillow.com,3,,9,9,2015-01
zillow.com,2,,8,29,2015-01
zillow.com,4,,11,11,2015-01
zillow.com,0,,6,3,2015-01
zillow.com,7,1,13,18,2015-02
zillow.com,11,4,14,6,2015-02
zillow.com,10,5,18,14,2015-02
zillow.com,9,3,16,11,2015-02
zillow.com,8,2,15,27,2015-02
zillow.com,6,0,12,4,2015-02
zillow.com,15,8,22,20,2015-03
zillow.com,13,7,20,18,2015-03
zillow.com,17,,19,1,2015-03
zillow.com,14,11,24,11,2015-03
zillow.com,18,10,21,11,2015-03
zillow.com,12,6,19,6,2015-03
zillow.com,16,9,22|19,13,2015-03
zillow.com,22,15|16,28,35,2015-04
zillow.com,19,12|16|17,32,10,2015-04
zillow.com,20,13,29,16,2015-04
zillow.com,24,14,27,6,2015-04
zillow.com,21,18,31,11,2015-04
zillow.com,28,22,33,25,2015-05
zillow.com,29,20,34,13,2015-05
zillow.com,25,,33,7,2015-05
zillow.com,27,24,36,7,2015-05
zillow.com,32,19,33,4,2015-05
zillow.com,26,,34,8,2015-05
zillow.com,30,,33,3,2015-05
zillow.com,31,21,35,9,2015-05
zillow.com,38,,40,8,2015-06
zillow.com,34,26|29,40|42,17,2015-06
zillow.com,36,27,44,6,2015-06
zillow.com,33,25|28|30|32,40,21,2015-06
zillow.com,35,31,39,19,2015-06
zillow.com,37,,43,6,2015-06
zillow.com,40,33|34|38,45|48,18,2015-07
zillow.com,39,35,47,32,2015-07
zillow.com,42,34,46,11,2015-07
zillow.com,41,,46,6,2015-07
zillow.com,44,36,50,4,2015-07
zillow.com,43,37,49,6,2015-07
zillow.com,50,44,57,5,2015-08
zillow.com,46,41|42,,21,2015-08
zillow.com,45,40,51,10,2015-08
zillow.com,49,43,55,4,2015-08
zillow.com,48,40,53,16,2015-08
zillow.com,47,39,54,22,2015-08
zillow.com,54,47,62,21,2015-09
zillow.com,52,,60|61,10,2015-09
zillow.com,51,45,58,12,2015-09
zillow.com,55,49,63,7,2015-09
zillow.com,53,48,59,22,2015-09
zillow.com,56,,64,4,2015-09
zillow.com,57,50,62,5,2015-09
zillow.com,61,52,68|67,9,2015-10
zillow.com,63,55,70,6,2015-10
zillow.com,59,53,66,11,2015-10
zillow.com,62,54|57,69,18,2015-10
zillow.com,64,56,71,6,2015-10
zillow.com,60,52,67,11,2015-10
zillow.com,58,51,68,18,2015-10
zillow.com,65,,,6,2015-11
zillow.com,66,59,72,11,2015-11
zillow.com,70,63,76,9,2015-11
zillow.com,68,58|61,72,27,2015-11
zillow.com,71,64,73,3,2015-11
zillow.com,69,62,74,15,2015-11
zillow.com,67,60|61,73,9,2015-11
zillow.com,75,,82|80|84,7,2015-12
zillow.com,72,66|68,82|80,26,2015-12
zillow.com,74,69,79,24,2015-12
zillow.com,73,67|71,81,12,2015-12
zillow.com,76,70,83,8,2015-12
zillow.com,77,,79,4,2015-12
zillow.com,81,73,89,10,2016-01
zillow.com,84,75,85,2,2016-01
zillow.com,79,74|77,85,24,2016-01
zillow.com,83,76,90,8,2016-01
zillow.com,80,72|75,88,29,2016-01
zillow.com,82,72|75,87,7,2016-01
zillow.com,90,83,94,7,2016-02
zillow.com,86,,96,10,2016-02
zillow.com,88,80,92,12,2016-02
zillow.com,89,81,93,10,2016-02
zillow.com,85,79|84,91,27,2016-02
zillow.com,87,82,95,11,2016-02
zillow.com,93,89,100|101,10,2016-03
zillow.com,96,86,99,8,2016-03
zillow.com,95,87,104,9,2016-03
zillow.com,92,88,102,5,2016-03
zillow.com,94,90,103,8,2016-03
zillow.com,91,85,98,37,2016-03
zillow.com,99,96,106,8,2016-04
zillow.com,100,93,107,6,2016-04
zillow.com,103,94,109,8,2016-04
zillow.com,101,93,107,5,2016-04
zillow.com,102,92,108,2,2016-04
zillow.com,98,91,106,33,2016-04
zillow.com,104,95,105,13,2016-04
zillow.com,107,100|101,110,16,2016-05
zillow.com,108,102,110,12,2016-05
zillow.com,106,98|99,110,32,2016-05
zillow.com,109,103,112,7,2016-05
zillow.com,105,104,111,9,2016-05
zillow.com,112,109,115,17,2016-06
zillow.com,111,105,114,8,2016-06
zillow.com,110,106|107|108,113,51,2016-06
zillow.com,113,110,117,45,2016-07
zillow.com,115,112,119,19,2016-07
zillow.com,114,111,118,6,2016-07
zillow.com,116,,120,6,2016-07
zillow.com,117,113,,44,2016-08
zillow.com,119,115,,16,2016-08
zillow.com,120,116,,4,2016-08
zillow.com,118,114,,5,2016-08
apple.com,1,,7,7,2015-01
apple.com,2,,8,13,2015-01
apple.com,3,,9,2,2015-01
apple.com,5,,10,4,2015-01
apple.com,4,,11,3,2015-01
apple.com,0,,6,4,2015-01
apple.com,7,1,13,7,2015-02
apple.com,11,4,14,5,2015-02
apple.com,10,5,18,3,2015-02
apple.com,9,3,16,2,2015-02
apple.com,8,2,15,12,2015-02
apple.com,6,0,12,3,2015-02
apple.com,15,8,22,4,2015-03
apple.com,18,10,21,3,2015-03
apple.com,17,,19,1,2015-03
apple.com,14,11,24,5,2015-03
apple.com,13,7,20,5,2015-03
apple.com,12,6,19,4,2015-03
apple.com,16,9,22|19,9,2015-03
apple.com,22,15|16,28,16,2015-04
apple.com,20,13,29,7,2015-04
apple.com,19,12|16|17,32,3,2015-04
apple.com,24,14,27,3,2015-04
apple.com,21,18,31,2,2015-04
apple.com,29,20,34,6,2015-05
apple.com,31,21,35,2,2015-05
apple.com,28,22,33,16,2015-05
apple.com,32,19,33,2,2015-05
apple.com,27,24,36,3,2015-05
apple.com,26,,34,1,2015-05
apple.com,30,,33,1,2015-05
apple.com,38,,40,4,2015-06
apple.com,34,26|29,40|42,3,2015-06
apple.com,36,27,44,4,2015-06
apple.com,33,28|30|32,40,7,2015-06
apple.com,35,31,39,2,2015-06
apple.com,37,,43,10,2015-06
apple.com,40,33|34|38,45|48,6,2015-07
apple.com,39,35,47,3,2015-07
apple.com,42,34,46,13,2015-07
apple.com,44,36,50,4,2015-07
apple.com,43,37,49,3,2015-07
apple.com,50,44,57,3,2015-08
apple.com,46,42,,11,2015-08
apple.com,45,40,51,7,2015-08
apple.com,49,43,55,3,2015-08
apple.com,48,40,53,4,2015-08
apple.com,47,39,54,1,2015-08
apple.com,54,47,62,2,2015-09
apple.com,52,,60,3,2015-09
apple.com,51,45,58,4,2015-09
apple.com,55,49,63,6,2015-09
apple.com,53,48,59,11,2015-09
apple.com,56,,64,1,2015-09
apple.com,57,50,62,2,2015-09
apple.com,58,51,68,7,2015-10
apple.com,59,53,66,3,2015-10
apple.com,63,55,70,10,2015-10
apple.com,64,56,71,2,2015-10
apple.com,60,52,67,4,2015-10
apple.com,62,54|57,69,4,2015-10
apple.com,65,,,4,2015-11
apple.com,66,59,72,4,2015-11
apple.com,70,63,76,5,2015-11
apple.com,69,62,74,1,2015-11
apple.com,71,64,73,3,2015-11
apple.com,68,58,72,12,2015-11
apple.com,67,60,73,1,2015-11
apple.com,74,69,79,4,2015-12
apple.com,72,66|68,82|80,6,2015-12
apple.com,73,67|71,81,11,2015-12
apple.com,76,70,83,6,2015-12
apple.com,77,,79,3,2015-12
apple.com,81,73,89,7,2016-01
apple.com,83,76,90,6,2016-01
apple.com,80,72,88,12,2016-01
apple.com,82,72,87,2,2016-01
apple.com,79,74|77,85,3,2016-01
apple.com,90,83,94,5,2016-02
apple.com,87,82,95,4,2016-02
apple.com,85,79,91,3,2016-02
apple.com,89,81,93,12,2016-02
apple.com,88,80,92,7,2016-02
apple.com,93,89,100|101,8,2016-03
apple.com,94,90,103,5,2016-03
apple.com,95,87,104,3,2016-03
apple.com,97,,98,1,2016-03
apple.com,92,88,102,9,2016-03
apple.com,91,85,98,5,2016-03
apple.com,104,95,105,5,2016-04
apple.com,99,,106,1,2016-04
apple.com,100,93,107,2,2016-04
apple.com,103,94,109,4,2016-04
apple.com,101,93,107,10,2016-04
apple.com,98,91|97,106,6,2016-04
apple.com,102,92,108,3,2016-04
apple.com,107,100|101,110,8,2016-05
apple.com,109,103,112,3,2016-05
apple.com,106,98|99,110,5,2016-05
apple.com,108,102,110,13,2016-05
apple.com,105,104,111,1,2016-05
apple.com,112,109,115,7,2016-06
apple.com,111,105,114,1,2016-06
apple.com,110,106|107|108,113,26,2016-06
apple.com,113,110,117,15,2016-07
apple.com,115,112,119,8,2016-07
apple.com,114,111,118,3,2016-07
apple.com,116,,120,12,2016-07
apple.com,117,113,,17,2016-08
apple.com,119,115,,5,2016-08
apple.com,120,116,,4,2016-08
apple.com,118,114,,3,2016-08
livenationentertainment.com,1,,7,1,2015-01
livenationentertainment.com,2,,8,15,2015-01
livenationentertainment.com,3,,9,2,2015-01
livenationentertainment.com,5,,10,2,2015-01
livenationentertainment.com,4,,,2,2015-01
livenationentertainment.com,0,,6,1,2015-01
livenationentertainment.com,7,1,13,3,2015-02
livenationentertainment.com,9,3,16,5,2015-02
livenationentertainment.com,8,2,15,13,2015-02
livenationentertainment.com,6,0,12,1,2015-02
livenationentertainment.com,10,5,18,1,2015-02
livenationentertainment.com,15,8,22,5,2015-03
livenationentertainment.com,13,7,20,1,2015-03
livenationentertainment.com,16,9,22|19,11,2015-03
livenationentertainment.com,14,,24,5,2015-03
livenationentertainment.com,18,10,21,1,2015-03
livenationentertainment.com,12,6,19,1,2015-03
livenationentertainment.com,17,,19,1,2015-03
livenationentertainment.com,22,15|16,28,11,2015-04
livenationentertainment.com,19,12|16|17,32,6,2015-04
livenationentertainment.com,20,13,29,1,2015-04
livenationentertainment.com,24,14,27,1,2015-04
livenationentertainment.com,21,18,31,3,2015-04
livenationentertainment.com,28,22,33,13,2015-05
livenationentertainment.com,29,20,34,2,2015-05
livenationentertainment.com,32,19,33,1,2015-05
livenationentertainment.com,27,24,36,3,2015-05
livenationentertainment.com,25,,33,1,2015-05
livenationentertainment.com,26,,34,2,2015-05
livenationentertainment.com,30,,33,1,2015-05
livenationentertainment.com,31,21,35,2,2015-05
livenationentertainment.com,38,,40,4,2015-06
livenationentertainment.com,34,26|29,40|42,3,2015-06
livenationentertainment.com,36,27,44,6,2015-06
livenationentertainment.com,33,25|28|30|32,40,3,2015-06
livenationentertainment.com,35,31,39,6,2015-06
livenationentertainment.com,37,,43,3,2015-06
livenationentertainment.com,40,33|34|38,45|48,6,2015-07
livenationentertainment.com,39,35,47,7,2015-07
livenationentertainment.com,42,34,46,6,2015-07
livenationentertainment.com,41,,46,2,2015-07
livenationentertainment.com,44,36,50,1,2015-07
livenationentertainment.com,43,37,49,3,2015-07
livenationentertainment.com,50,44,57,5,2015-08
livenationentertainment.com,46,41|42,,4,2015-08
livenationentertainment.com,45,40,51,3,2015-08
livenationentertainment.com,49,43,55,2,2015-08
livenationentertainment.com,48,40,53,5,2015-08
livenationentertainment.com,47,39,54,6,2015-08
livenationentertainment.com,54,47,62,4,2015-09
livenationentertainment.com,51,45,58,6,2015-09
livenationentertainment.com,55,49,63,3,2015-09
livenationentertainment.com,53,48,59,4,2015-09
livenationentertainment.com,56,,64,2,2015-09
livenationentertainment.com,57,50,62,6,2015-09
livenationentertainment.com,58,51,68,10,2015-10
livenationentertainment.com,61,,68|67,2,2015-10
livenationentertainment.com,63,55,70,3,2015-10
livenationentertainment.com,59,53,66,2,2015-10
livenationentertainment.com,64,56,71,5,2015-10
livenationentertainment.com,62,54|57,69,3,2015-10
livenationentertainment.com,65,,,1,2015-11
livenationentertainment.com,66,59,72,3,2015-11
livenationentertainment.com,70,63,76,4,2015-11
livenationentertainment.com,69,62,74,1,2015-11
livenationentertainment.com,71,64,73,4,2015-11
livenationentertainment.com,68,58|61,72,10,2015-11
livenationentertainment.com,67,61,73,2,2015-11
livenationentertainment.com,74,69,79,9,2015-12
livenationentertainment.com,76,70,83,4,2015-12
livenationentertainment.com,73,67|71,81,5,2015-12
livenationentertainment.com,72,66|68,82|80,6,2015-12
livenationentertainment.com,77,,79,1,2015-12
livenationentertainment.com,81,73,89,4,2016-01
livenationentertainment.com,83,76,90,6,2016-01
livenationentertainment.com,80,72,88,6,2016-01
livenationentertainment.com,82,72,87,1,2016-01
livenationentertainment.com,79,74|77,85,8,2016-01
livenationentertainment.com,90,83,94,4,2016-02
livenationentertainment.com,86,,96,3,2016-02
livenationentertainment.com,88,80,92,5,2016-02
livenationentertainment.com,87,82,95,2,2016-02
livenationentertainment.com,85,79,91,8,2016-02
livenationentertainment.com,89,81,93,4,2016-02
livenationentertainment.com,93,89,101,4,2016-03
livenationentertainment.com,96,86,99,3,2016-03
livenationentertainment.com,95,87,104,1,2016-03
livenationentertainment.com,92,88,102,4,2016-03
livenationentertainment.com,94,90,103,5,2016-03
livenationentertainment.com,91,85,98,9,2016-03
livenationentertainment.com,104,95,105,1,2016-04
livenationentertainment.com,99,96,106,2,2016-04
livenationentertainment.com,103,94,109,4,2016-04
livenationentertainment.com,101,93,107,7,2016-04
livenationentertainment.com,98,91,106,10,2016-04
livenationentertainment.com,102,92,108,2,2016-04
livenationentertainment.com,107,101,110,6,2016-05
livenationentertainment.com,109,103,112,4,2016-05
livenationentertainment.com,106,98|99,110,11,2016-05
livenationentertainment.com,108,102,110,4,2016-05
livenationentertainment.com,105,104,,1,2016-05
livenationentertainment.com,112,109,115,5,2016-06
livenationentertainment.com,110,106|107|108,113,21,2016-06
livenationentertainment.com,113,110,117,15,2016-07
livenationentertainment.com,115,112,119,7,2016-07
livenationentertainment.com,114,,118,1,2016-07
livenationentertainment.com,116,,120,3,2016-07
livenationentertainment.com,117,113,,15,2016-08
livenationentertainment.com,119,115,,7,2016-08
livenationentertainment.com,120,116,,2,2016-08
livenationentertainment.com,118,114,,1,2016-08
naspers.com,5,,10,4,2015-01
naspers.com,3,,9,5,2015-01
naspers.com,2,,8,13,2015-01
naspers.com,1,,7,1,2015-01
naspers.com,4,,11,6,2015-01
naspers.com,7,1,13,1,2015-02
naspers.com,11,4,14,2,2015-02
naspers.com,9,3,16,4,2015-02
naspers.com,8,2,15,17,2015-02
naspers.com,10,5,18,5,2015-02
naspers.com,14,11,24,12,2015-03
naspers.com,18,10,21,3,2015-03
naspers.com,15,8,22,6,2015-03
naspers.com,13,7,20,2,2015-03
naspers.com,16,9,22|19,7,2015-03
naspers.com,22,15|16,28,15,2015-04
naspers.com,19,16,32,5,2015-04
naspers.com,20,13,29,1,2015-04
naspers.com,24,14,27,1,2015-04
naspers.com,21,18,31,8,2015-04
naspers.com,28,22,33,17,2015-05
naspers.com,25,,33,1,2015-05
naspers.com,27,24,36,1,2015-05
naspers.com,32,19,33,3,2015-05
naspers.com,26,,34,1,2015-05
naspers.com,29,20,34,2,2015-05
naspers.com,30,,33,1,2015-05
naspers.com,31,21,35,4,2015-05
