Year,Name,Control,State,Region,Admission Rate,SAT Average,Average Cost of Attendance,Average Faculty Salary,Median Family Income,Undergrad Population,% Female,% White,% Black,% Hispanic,% Asian,% International Students,% Undergrad with Pell Grant,Completion Rate,% Undergrad 25 or Above,% First-Generation College Students,% Students whose Parents Have Postsecondary Education
2012-01-02,Viterbo University,Private,Wisconsin,Great Lakes,0.7789,1090,30593,5770,55286,2154,0.7214,0.9132,0.0209,0.0186,0.0209,0.0139,0.4133,0.474,0.304,0.3833757422,0.6166242578
2012-01-02,University of Wisconsin-Whitewater,Public,Wisconsin,Great Lakes,0.8162,1049,15188,6421,65178,9973,0.4979,0.8725,0.0473,0.0355,0.0144,0.0058,0.2869,0.5385,0.0943,0.3571741992,0.6428258008
2012-01-02,University of Wisconsin-Eau Claire,Public,Wisconsin,Great Lakes,0.7591,1110,16390,6267,69530.5,10474,0.5856,0.9008,0.0067,0.0165,0.032,0.0209,0.2693,0.651,0.0783,0.2707754483,0.7292245517
2012-01-02,University of Wisconsin-Green Bay,Public,Wisconsin,Great Lakes,0.8532,1070,14914,5970,50109.5,6109,0.6361,0.8817,0.01,0.0275,0.0303,0.0133,0.3207,0.5454,0.2624,0.4296955183,0.5703044817
2012-01-02,University of Wisconsin-La Crosse,Public,Wisconsin,Great Lakes,0.779,1130,16721,6206,75286.5,8837,0.5761,0.8876,0.0078,0.0235,0.0293,0.0267,0.2205,0.6809,0.0578,0.2706576728,0.7293423272
2012-01-02,Wisconsin Lutheran College,Private,Wisconsin,Great Lakes,0.6509,1092,31487,5423,61017,973,0.5478,0.8397,0.0576,0.036,0.0092,0.0277,0.3476,0.6333,0.1074,0.2798573975,0.7201426025
2012-01-02,University of Wisconsin-Oshkosh,Public,Wisconsin,Great Lakes,0.8381,1030,16356,6283,60901,10808,0.5712,0.8876,0.0204,0.0235,0.0361,0.0079,0.2832,0.5022,0.1553,0.3843875608,0.6156124392
2012-01-02,University of Wisconsin-Parkside,Public,Wisconsin,Great Lakes,0.8272,970,17137,5884,40956,4506,0.5233,0.7102,0.1083,0.1008,0.0231,0.0158,0.4193,0.2771,0.2494,0.4440710514,0.5559289486
2012-01-02,Herzing University-Madison,Private,Wisconsin,Great Lakes,0.9957,,19960,5350,16424,3201,0.7516,0.388,0.1359,0.0306,0.0125,0,0.738,0.5903,0.7721,0.5322104342,0.4677895658
2012-01-02,University of Wisconsin-Stout,Public,Wisconsin,Great Lakes,0.886,1030,16980,6038,62568,8169,0.4802,0.8999,0.0094,0.0168,0.0296,0.0092,0.308,0.525,0.168,0.332705249,0.667294751
2012-01-02,University of Wisconsin-Superior,Public,Wisconsin,Great Lakes,0.8912,1030,16736,5804,38906.5,2558,0.5579,0.853,0.0141,0.0149,0.0121,0.0582,0.4413,0.4375,0.3045,0.3422382671,0.6577617329
2012-01-02,University of Wisconsin-Madison,Public,Wisconsin,Great Lakes,0.6647,1268,21209,9844,79866,28737,0.5153,0.7814,0.0226,0.0436,0.0535,0.0596,0.1631,0.8195,0.0623,0.193194707,0.806805293
2012-01-02,University of Wisconsin-Milwaukee,Public,Wisconsin,Great Lakes,0.9004,1010,19020,7316,48436,23193,0.5019,0.7501,0.0832,0.0622,0.0571,0.0161,0.3302,0.404,0.2114,0.356626506,0.643373494
2012-01-02,University of Wisconsin-Platteville,Public,Wisconsin,Great Lakes,0.9557,1050,15000,5918,62789,7369,0.3505,0.9259,0.0171,0.0171,0.0104,0.008,0.3373,0.5246,0.1003,0.3529229818,0.6470770182
2012-01-02,University of Wisconsin-River Falls,Public,Wisconsin,Great Lakes,0.8978,1030,15754,6567,60580,6184,0.5859,0.9065,0.0136,0.0162,0.0272,0.0103,0.3207,0.5084,0.1105,0.2910339841,0.7089660159
2012-01-02,University of Wisconsin-Stevens Point,Public,Wisconsin,Great Lakes,0.787,1090,15380,6002,60137,8986,0.5268,0.8968,0.0109,0.0213,0.0219,0.02,0.3306,0.6121,0.1053,0.3524421594,0.6475578406
2012-01-02,University of Wyoming,Public,Wyoming,Rocky Mountains,0.9539,1104,16576,8233,45428,9993,0.5205,0.811,0.0115,0.0532,0.011,0.0332,0.2476,0.5318,0.2349,0.3148924281,0.6851075719
2012-01-02,Universidad Adventista de las Antillas,Private,Puerto Rico,Outlying Areas,0.8279,,13112,3165,14588,1139,0.59,0.0079,0.0193,0.9306,0.0018,0.0395,0.8212,0.3521,0.2322,0.3870094723,0.6129905277
2012-01-02,Universidad Central de Bayamon,Private,Puerto Rico,Outlying Areas,0.4734,,10829,2793,9267.5,1851,0.6672,0,0,1,0,0,0.9487,0.2645,0.3141,0.3778004073,0.6221995927
2012-01-02,Pontifical Catholic University of Puerto Rico-Arecibo,Private,Puerto Rico,Outlying Areas,0.3725,,9381,3723,14032.5,580,0.6069,0.0069,0.0017,0.9328,0,0,0.9216,0.1961,0.3367,0.3135222299,0.6864777701
2012-01-02,Pontifical Catholic University of Puerto Rico-Ponce,Private,Puerto Rico,Outlying Areas,0.7311,,10076,4064,14032.5,6235,0.5885,0.0006,0,0.986,0,0.0051,0.8819,0.3064,0.1254,0.3135222299,0.6864777701
2012-01-02,Colegio Universitario de San Juan,Public,Puerto Rico,Outlying Areas,0.9919,,7310,3289,9760,1608,0.5442,0,0,1,0,0,0.8645,0.3009,0.4198,0.3993644068,0.6006355932
2012-01-02,Escuela de Artes Plasticas y Diseno de Puerto Rico,Public,Puerto Rico,Outlying Areas,0.7227,,9779,3459,16416,527,0.5901,0,0,0.9981,0,0.0019,0.7931,0.3889,0.2334,0.1742738589,0.8257261411
2012-01-02,Inter American University of Puerto Rico-San German,Private,Puerto Rico,Outlying Areas,0.8627,,11693,4875,11654,4730,0.5296,0.0002,0.0002,0.9892,0,0,0.8368,0.3232,0.152,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Aguadilla,Private,Puerto Rico,Outlying Areas,0.6576,,14195,4541,11654,4686,0.5363,0.0006,0,0.987,0.0004,0,0.8998,0.1952,0.2709,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Arecibo,Private,Puerto Rico,Outlying Areas,0.4748,,15448,4597,11654,5032,0.6075,0.0002,0.0002,0.9622,0.0002,0,0.9296,0.2095,0.2692,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Barranquitas,Private,Puerto Rico,Outlying Areas,0.845,,12068,4174,11654,2314,0.6262,0,0,0.9931,0,0,0.9564,0.3278,0.1984,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Metro,Private,Puerto Rico,Outlying Areas,0.2478,,17733,5254,11654,8046,0.545,0.0032,0.0022,0.9628,0.0007,0,0.7522,0.242,0.3188,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Ponce,Private,Puerto Rico,Outlying Areas,0.4587,,13877,4497,11654,5986,0.6037,0,0,0.9841,0.0003,0,0.918,0.2613,0.3284,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Fajardo,Private,Puerto Rico,Outlying Areas,0.4833,,11776,4328,11654,2214,0.5876,0.0005,0,0.9914,0,0,0.9282,0.1854,0.2863,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Guayama,Private,Puerto Rico,Outlying Areas,0.7774,,14483,5007,11654,2334,0.659,0.0009,0.0004,0.9953,0,0,0.9235,0.1935,0.3363,0.3797875451,0.6202124549
2012-01-02,Inter American University of Puerto Rico-Bayamon,Private,Puerto Rico,Outlying Areas,0.3886,,11741,4508,11654,5083,0.4442,0.0002,0.0002,0.9614,0,0,0.8609,0.2306,0.1813,0.3797875451,0.6202124549
2012-01-02,National University College,Private,Puerto Rico,Outlying Areas,0.9224,,16148,2644,5902.5,2792,0.711,0,0,1,0,0,0.9027,0.2386,0.4424,0.4712188685,0.5287811315
2012-01-02,National University College-Arecibo,Private,Puerto Rico,Outlying Areas,0.9135,,16650,2490,5902.5,1681,0.6336,0,0,1,0,0,0.939,0.1751,0.4106,0.4712188685,0.5287811315
2012-01-02,University of Puerto Rico-Aguadilla,Public,Puerto Rico,Outlying Areas,0.5443,1002,6455,5975,12879,2759,0.5991,0.0029,0.0011,0.959,0.0004,0,0.8462,0.3658,0.0896,0.3509358289,0.6490641711
2012-01-02,University of Puerto Rico-Arecibo,Public,Puerto Rico,Outlying Areas,0.4415,,11307,5640,14874,3488,0.6253,0,0,1,0,0,0.508,0.3412,0.0584,0.275652862,0.724347138
2012-01-02,University of Puerto Rico-Bayamon,Public,Puerto Rico,Outlying Areas,0.2469,,5101,5689,20149,4948,0.5214,0,0,1,0,0,0.6482,0.3587,0.1019,0.1957034939,0.8042965061
2012-01-02,University of Puerto Rico-Carolina,Public,Puerto Rico,Outlying Areas,0.9258,1055,11414,7345,19800,3445,0.6186,0.0052,0.0023,0.8761,0.0003,0,0.6727,0.4099,0.0816,0.2155562255,0.7844437745
2012-01-02,University of Puerto Rico-Cayey,Public,Puerto Rico,Outlying Areas,0.8503,1125,11996,7136,17360,3522,0.688,0,0,1,0,0,0.7582,0.4405,0.051,0.2505473882,0.7494526118
2012-01-02,University of Puerto Rico-Humacao,Public,Puerto Rico,Outlying Areas,0.4004,1097,11534,6927,16343,3669,0.662,0.0014,0.0025,0.8812,0.0005,0.0011,0.802,0.4847,0.0692,0.2500656685,0.7499343315
2012-01-02,University of Puerto Rico-Utuado,Public,Puerto Rico,Outlying Areas,0.5204,875,12198,4991,13424,1207,0.5369,0.0017,0.0025,0.8318,0,0,0.7448,0.296,0.0646,0.3244147157,0.6755852843
2012-01-02,University of Puerto Rico-Mayaguez,Public,Puerto Rico,Outlying Areas,0.6566,1215,14867,7566,20355.5,11319,0.4779,0,0,1,0,0,0.7182,0.4164,0.0518,0.2034478822,0.7965521178
2012-01-02,University of Puerto Rico-Ponce,Public,Puerto Rico,Outlying Areas,0.7793,1073,12486,5094,17776,2908,0.5884,0,0,1,0,0,0.8203,0.3805,0.0519,0.2394321767,0.7605678233
2012-01-02,University of Puerto Rico-Rio Piedras,Public,Puerto Rico,Outlying Areas,0.2438,1225,9697,6186,19957,12274,0.6364,0.0036,0.0007,0.5046,0.0011,0.0001,0.5866,0.5337,0.079,0.1649899396,0.8350100604
2012-01-02,Universidad del Sagrado Corazon,Private,Puerto Rico,Outlying Areas,0.3702,,12339,3952,17581,5428,0.6087,0,0,1,0,0,0.7155,0.3078,0.2626,0.2629189944,0.7370810056
2012-01-02,Universidad Central Del Caribe,Private,Puerto Rico,Outlying Areas,0.6429,,19142,2734,9695,172,0.7616,0,0,1,0,0,0.8701,0.6667,0.1047,0.3505154639,0.6494845361
2012-01-02,Pontifical Catholic University of Puerto Rico-Mayaguez,Private,Puerto Rico,Outlying Areas,0.3758,,9421,3484,14032.5,1424,0.6173,0,0,0.9895,0,0,0.9314,0.1732,0.2747,0.3135222299,0.6864777701
2012-01-02,Stanford University,Private,California,Far West,0.071,1446,55918,13460,52799,6927,0.4825,0.3645,0.0732,0.166,0.1815,0.0759,0.1787,0.9614,0.015,0.2085944494,0.7914055506
2012-01-02,Purdue University-Main Campus,Public,Indiana,Great Lakes,0.6836,1191,21549,9201,69089,31774,0.4166,0.7033,0.0352,0.0336,0.0496,0.143,0.2233,0.6795,0.0641,0.2418360356,0.7581639644
2012-01-02,EDP University of Puerto Rico Inc-San Juan,Private,Puerto Rico,Outlying Areas,0.848,,12642,2500,7467,1139,0.6216,0,0,1,0,0,0.8375,0.1216,0.5478,0.4717251253,0.5282748747
2012-01-02,ECPI University,Private,Virginia,Southeast,0.757,,22285,4912,21661.5,10602,0.5502,0.4382,0.4026,0.0682,0.0314,0.0005,0.6254,0.4632,0.6624,0.4981649396,0.5018350604
2012-01-02,University of Advancing Technology,Private,Arizona,Southwest,0.7811,1036,33146,5383,30044,966,0.0901,0.6366,0.059,0.0766,0.0269,0.0062,0.4387,0.2869,0.3509,0.3446601942,0.6553398058
2012-01-02,California State University-San Marcos,Public,California,Far West,0.4081,963,17252,7988,31246.5,9444,0.6028,0.4174,0.0272,0.3046,0.0961,0.0151,0.3631,0.4853,0.2194,0.4345142244,0.5654857756
2012-01-02,Hodges University,Private,Florida,Southeast,0.6091,,23998,5282,17697.5,2158,0.6668,0.4685,0.1603,0.335,0.0079,0.0005,0.676,0.2597,0.7403,0.6163000361,0.3836999639
2012-01-02,Nossi College of Art,Private,Tennessee,Southeast,0.4893,,19049,3851,25316,338,0.5503,0.7781,0.1775,0.0207,0.0118,0,0.7078,0.6818,0.2811,0.4512195122,0.5487804878
2012-01-02,University of Washington-Bothell Campus,Public,Washington,Far West,0.7372,1030,16924,8836,35500,3218,0.5183,0.5106,0.0516,0.074,0.2601,0.0367,0.2905,,0.3358,0.3134463463,0.6865536537
2012-01-02,University of Washington-Tacoma Campus,Public,Washington,Far West,0.7702,1013,17145,8141,35500,3080,0.5623,0.5347,0.086,0.0708,0.161,0.0211,0.4115,,0.4376,0.3134463463,0.6865536537
2012-01-02,Everglades University,Private,Florida,Southeast,0.8553,,21627,3734,21446,1040,0.5,0.6183,0.1538,0.1644,0.0192,0.0048,0.6883,0.6522,0.8418,0.4815618221,0.5184381779
2012-01-02,Herzing University-Winter Park,Private,Florida,Southeast,1,,25985,5276,16424,397,0.6877,0.3325,0.2418,0.1965,0.0151,0,0.6215,0.4375,0.7569,0.5322104342,0.4677895658
2012-01-02,Watkins College of Art Design & Film,Private,Tennessee,Southeast,0.7762,1027,28581,5133,35762.5,376,0.5106,0.8085,0.0691,0.0293,0.0133,0.008,0.4462,0.3704,0.2614,0.3279569892,0.6720430108
2012-01-02,California State University-Monterey Bay,Public,California,Far West,0.5227,963,18298,7410,31991.5,4729,0.6101,0.4022,0.0484,0.3643,0.0442,0.0078,0.4325,0.3778,0.1694,0.4494138081,0.5505861919
2012-01-02,Johnson & Wales University-North Miami,Private,Florida,Southeast,0.6332,,36083,6455,47601,2099,0.575,0.2306,0.2454,0.2077,0.0138,0.081,0.5739,0.3896,0.0831,0.3344854499,0.6655145501
2012-01-02,Embry-Riddle Aeronautical University-Worldwide,Private,Florida,Southeast,0.9579,,18330,4742,38148,9863,0.1171,0.3705,0.0589,0.1101,0.0203,0.0072,0.1021,0.4286,0.8759,0.3660714286,0.6339285714
2012-01-02,DeVry College of New York,Private,New York,Mid East,0.9429,,29070,7014,21090.5,1629,0.2842,0.1301,0.2983,0.3076,0.0755,0.0264,0.7007,0.1789,0.6327,0.5229605619,0.4770394381
2012-01-02,Herzing University-Kenner,Private,Louisiana,Southeast,1,,21968,4073,16424,393,0.8372,0.2494,0.6056,0.0662,0.0102,0,0.807,1,0.743,0.5322104342,0.4677895658
2012-01-02,Florida Gulf Coast University,Public,Florida,Southeast,0.679,1016,15942,6740,37112,11160,0.552,0.7094,0.0608,0.1648,0.0164,0.0147,0.2925,0.4516,0.1431,0.4070168323,0.5929831677
2012-01-02,University of Connecticut-Waterbury Campus,Public,Connecticut,New England,0.5478,1012,12185,12132,70444,2456,0.5179,0.577,0.0993,0.1213,0.0875,0.0081,0.3101,0.5067,0.1867,0.2634737727,0.7365262273
2012-01-02,University of Connecticut-Avery Point,Public,Connecticut,New England,0.6246,1006,11864,12132,70444,738,0.4743,0.6992,0.0352,0.0854,0.0596,0,0.2214,0.4759,0.2347,0.2634737727,0.7365262273
2012-01-02,University of Connecticut-Stamford,Public,Connecticut,New England,0.4915,1002,12206,12132,70444,1128,0.5567,0.4495,0.1321,0.195,0.0851,0.0319,0.2739,0.5655,0.2557,0.2634737727,0.7365262273
2012-01-02,DeVry University-Florida,Private,Florida,Southeast,0.8243,,29529,5959,21090.5,3640,0.3849,0.303,0.2343,0.2819,0.0154,0.036,0.6391,0.3631,0.7108,0.5229605619,0.4770394381
2012-01-02,Johnson & Wales University-Denver,Private,Colorado,Rocky Mountains,0.696,,36083,6265,47601,1655,0.5946,0.4864,0.0441,0.11,0.0302,0.0127,0.3799,0.5399,0.1669,0.3344854499,0.6655145501
2012-01-02,The King's University,Private,Texas,Southwest,0.7391,,22161,5047,30790,242,0.3884,0.5413,0.1074,0.157,0.0537,0,0.5023,0.2222,0.5868,0.4728682171,0.5271317829
2012-01-02,DeVry University-Virginia,Private,Virginia,Southeast,0.9375,,29066,6687,21090.5,1183,0.339,0.2654,0.4311,0.0997,0.0287,0.0118,0.4684,0.2813,0.7089,0.5229605619,0.4770394381
2012-01-02,DeVry University-Colorado,Private,Colorado,Rocky Mountains,0.8713,,30996,5521,21090.5,1298,0.3814,0.6079,0.104,0.1425,0.0324,0.0015,0.5565,0.2769,0.7814,0.5229605619,0.4770394381
2012-01-02,Nevada State College,Public,Nevada,Far West,0.661,,11842,7106,26854,2776,0.7586,0.4705,0.1243,0.196,0.1016,0.0004,0.2795,0.2159,0.5232,0.4972136223,0.5027863777
2012-01-02,California State University-Channel Islands,Public,California,Far West,0.5751,959,20244,8353,29052.5,4009,0.647,0.4849,0.0222,0.3472,0.0556,0.002,0.3564,0.5387,0.2109,0.4210526316,0.5789473684
2012-01-02,Pennsylvania College of Health Sciences,Private,Pennsylvania,Mid East,0.3137,976,23677,5426,48268,1126,0.8481,0.865,0.0426,0.0435,0.0195,0,0.3092,0.7442,0.5382,0.5164051355,0.4835948645
2012-01-02,DeVry University-North Carolina,Private,North Carolina,Southeast,0.9219,,30266,5426,21090.5,760,0.5145,0.2316,0.5671,0.0526,0.0145,0.0013,0.7018,0.4,0.7842,0.5229605619,0.4770394381
2012-01-02,DeVry University-Pennsylvania,Private,Pennsylvania,Mid East,0.8834,,31846,6095,21090.5,2015,0.4263,0.3305,0.3767,0.0774,0.0263,0.0055,0.641,0.2913,0.5992,0.5229605619,0.4770394381
2012-01-02,DigiPen Institute of Technology,Private,Washington,Far West,0.4922,1193,32726,7202,42490,846,0.182,0.5591,0.0059,0.0567,0.0733,0.0981,0.3596,0.5417,0.2624,0.2485380117,0.7514619883
2012-01-02,DeVry University-Nevada,Private,Nevada,Far West,0.9158,,31116,5139,21090.5,382,0.3691,0.4005,0.2016,0.2277,0.0497,0,0.5721,0,0.7292,0.5229605619,0.4770394381
2012-01-02,University of California-Merced,Public,California,Far West,0.8862,1007,27812,7608,35259,4938,0.4976,0.1956,0.0666,0.3722,0.287,0.0097,0.5698,0.5822,0.0427,0.4436263231,0.5563736769
2012-01-02,Johnson & Wales University-Charlotte,Private,North Carolina,Southeast,0.6448,,37097,6681,47601,2505,0.6104,0.3944,0.2727,0.0415,0.016,0.0184,0.4932,0.521,0.1144,0.3344854499,0.6655145501
2012-01-02,Ave Maria University,Private,Florida,Southeast,0.4776,1097,31675,6053,39899,732,0.4986,0.5068,0.0314,0.1189,0.0109,0.0369,0.3362,0.4054,0.0487,0.2128440367,0.7871559633
2012-01-02,Ecclesia College,Private,Arkansas,Southeast,0.4138,,24767,1043,26398,134,0.3358,0.6119,0.1493,0.0299,0.0224,0.1045,0.6423,0.3846,0.227,0.5037037037,0.4962962963
2012-01-02,University of South Florida-St Petersburg,Public,Florida,Southeast,0.4565,1070,17825,7931,30628,3775,0.6016,0.715,0.0736,0.1272,0.04,0.005,0.3524,0.3046,0.3434,0.3887385306,0.6112614694
2012-01-02,University of Minnesota-Rochester,Public,Minnesota,Plains,0.6701,1120,22068,10164,65555,257,0.7004,0.7977,0.0623,0.035,0.035,0.0078,0.3077,,0.0586,0.2025132034,0.7974867966
2016-01-02,Alabama A & M University,Public,Alabama,Southeast,0.6538,850,20809,7017,21670.5,4348,0.5402,0.0336,0.9216,0.006,0.0018,0.0062,0.7249,0.3081,0.0859,0.3864864865,0.6135135135
2016-01-02,University of Alabama at Birmingham,Public,Alabama,Southeast,0.6043,1147,22232,10221,34441,11269,0.5884,0.5863,0.2541,0.0317,0.0595,0.0181,0.3505,0.5462,0.2363,0.3473513951,0.6526486049
2016-01-02,University of Alabama in Huntsville,Public,Alabama,Southeast,0.812,1221,20999,9514,40640,5829,0.426,0.7024,0.123,0.0417,0.0381,0.0317,0.3179,0.4935,0.2255,0.3035071942,0.6964928058
2016-01-02,Alabama State University,Public,Alabama,Southeast,0.4639,844,18100,7940,21976,4740,0.615,0.0165,0.9251,0.0116,0.0032,0.0209,0.7567,0.2754,0.0974,0.3659955257,0.6340044743
2016-01-02,The University of Alabama,Public,Alabama,Southeast,0.5359,1181,27205,9710,67501.5,31005,0.5475,0.7807,0.1092,0.0399,0.0113,0.0245,0.2009,0.6709,0.081,0.2271955876,0.7728044124
2016-01-02,Auburn University at Montgomery,Public,Alabama,Southeast,0.7871,990,18665,7588,26859,4142,0.6405,0.5355,0.351,0.007,0.0241,0.0316,0.4373,0.2152,0.2257,0.3876268729,0.6123731271
2016-01-02,Auburn University,Public,Alabama,Southeast,0.7766,1218,29164,9738,71414,21551,0.4905,0.842,0.0671,0.0323,0.025,0.0131,0.1631,0.7292,0.0427,0.176757636,0.823242364
2016-01-02,Birmingham Southern College,Private,Alabama,Southeast,0.5306,1167,46730,7078,71669,1346,0.4978,0.7912,0.1137,0.0208,0.0535,0,0.1992,0.6108,0.0141,0.1750547046,0.8249452954
2016-01-02,Herzing University-Birmingham,Private,Alabama,Southeast,0.9541,,26546,5206,17024.5,360,0.5111,0.3722,0.5083,0.0333,0,0,0.5927,0.4194,0.7147,0.5328212291,0.4671787709
2016-01-02,Huntingdon College,Private,Alabama,Southeast,0.5769,992,33434,5911,37181.5,1160,0.5009,0.631,0.2164,0.0345,0.006,0.0017,0.4207,0.4135,0.2196,0.3280254777,0.6719745223
2016-01-02,Jacksonville State University,Public,Alabama,Southeast,0.6665,1062,20030,6795,35703,6625,0.5688,0.6981,0.2214,0.0124,0.0059,0.026,0.4308,0.3107,0.1814,0.3891198891,0.6108801109
2016-01-02,Judson College,Private,Alabama,Southeast,0.6292,1031,29742,5545,11776.5,373,0.9598,0.7802,0.1555,0.008,0.0054,0.0188,0.58,0.4118,0.3422,0.4433962264,0.5566037736
2016-01-02,University of West Alabama,Public,Alabama,Southeast,0.7347,930,17848,5938,25521,1913,0.5541,0.4511,0.4004,0.0225,0.0026,0.0633,0.5343,0.2883,0.1436,0.3936477382,0.6063522618
2016-01-02,Marion Military Institute,Public,Alabama,Southeast,0.5918,1061,16328,5886,48091,450,0.1978,0.6067,0.2089,0.0911,0.0222,0,0.426,,0.0131,0.2154696133,0.7845303867
2016-01-02,University of Mobile,Private,Alabama,Southeast,0.6051,1025,32349,5028,39294,1437,0.6319,0.6159,0.2296,0.0174,0.007,0.0487,0.4918,0.4454,0.2129,0.317791411,0.682208589
2016-01-02,University of Montevallo,Public,Alabama,Southeast,0.7001,1069,22840,7496,38551.5,2553,0.6702,0.7164,0.1492,0.0372,0.0078,0.0141,0.4058,0.4474,0.1092,0.3367537313,0.6632462687
2016-01-02,University of North Alabama,Public,Alabama,Southeast,0.58,1027,16135,7393,38171,5698,0.5839,0.7102,0.1416,0.0281,0.0042,0.0393,0.402,0.3778,0.1445,0.3756,0.6244
2016-01-02,Oakwood University,Private,Alabama,Southeast,0.4749,923,35546,4439,37750,1687,0.5797,0.0047,0.8435,0.0308,0.0024,0.0699,0.5312,0.4162,0.148,0.1718538566,0.8281461434
2016-01-02,Samford University,Private,Alabama,Southeast,0.933,1162,42270,8599,81657,3145,0.6445,0.8143,0.069,0.0521,0.0108,0.0286,0.1373,0.7397,0.0518,0.1299303944,0.8700696056
2016-01-02,University of South Alabama,Public,Alabama,Southeast,0.7816,1045,19654,7179,35565,11379,0.5595,0.5896,0.2432,0.0279,0.0324,0.0507,0.4003,0.3605,0.1992,0.3402523403,0.6597476597
2016-01-02,Spring Hill College,Private,Alabama,Southeast,0.4132,1120,45489,6278,59502.5,1347,0.6058,0.6852,0.1314,0.0393,0.0111,0.0275,0.35,0.5296,0.0281,0.2826086957,0.7173913043
2016-01-02,Stillman College,Private,Alabama,Southeast,0.5659,831,26466,4770,20785.5,843,0.4828,0.0581,0.9122,0.013,0,0.0166,0.6818,0.2267,0.0737,0.4117647059,0.5882352941
2016-01-02,Troy University,Public,Alabama,Southeast,0.9187,1046,17898,6336,28528.5,14065,0.6041,0.5345,0.3092,0.0357,0.0082,0.0362,0.4319,0.327,0.4356,0.3971868721,0.6028131279
2016-01-02,Tuskegee University,Private,Alabama,Southeast,0.5296,955,34354,6086,34242,2486,0.6158,0.0044,0.8986,0.002,0.0072,0.0036,0.4869,0.4535,0.0418,0.2386759582,0.7613240418
2016-01-02,Arizona State University-Tempe,Public,Arizona,Southwest,0.8291,1158,23440,10941,36646,41222,0.4321,0.523,0.0382,0.1891,0.0693,0.1163,0.3138,0.6553,0.1231,0.3698972185,0.6301027815
2016-01-02,University of Arizona,Public,Arizona,Southwest,0.7643,,23996,10499,44116.5,32964,0.5151,0.5227,0.038,0.2525,0.0566,0.0643,0.3174,0.6085,0.0797,0.3065247732,0.6934752268
2016-01-02,Embry-Riddle Aeronautical University-Prescott,Private,Arizona,Southwest,0.7914,,47148,8514,37874,2193,0.2285,0.591,0.021,0.041,0.0506,0.0962,0.2631,0.5881,0.1098,0.3478769642,0.6521230358
2016-01-02,Grand Canyon University,Private,Arizona,Southwest,0.432,,31131,5985,29654,42444,0.7292,0.4836,0.1781,0.189,0.0376,0,0.4773,0.3363,0.6108,0.472000927,0.527999073
2016-01-02,Northern Arizona University,Public,Arizona,Southwest,0.7687,,24693,7989,40270,24992,0.5889,0.5948,0.0338,0.2177,0.0182,0.045,0.3675,0.5197,0.2156,0.38026534,0.61973466
2016-01-02,Prescott College,Private,Arizona,Southwest,0.7043,1039,38597,4386,26698.5,397,0.6171,0.665,0.0252,0.0605,0.0176,0.005,0.4397,0.3043,0.3355,0.2622222222,0.7377777778
2016-01-02,Arizona Christian University,Private,Arizona,Southwest,0.5123,997,34794,5155,40116,644,0.3944,0.5606,0.1242,0.1739,0.0124,0.0264,0.2809,0.3827,0.1399,0.3397435897,0.6602564103
2016-01-02,University of Arkansas at Little Rock,Public,Arkansas,Southeast,0.8983,990,20714,7511,25779.5,7888,0.6005,0.5158,0.2679,0.0731,0.0229,0.024,0.4,0.2967,0.3881,0.3994513032,0.6005486968
2016-01-02,Lyon College,Private,Arkansas,Southeast,0.5912,1120,34566,6277,49856,675,0.4726,0.7481,0.0607,0.0667,0.0178,0.0237,0.4262,0.3796,0.0336,0.3407960199,0.6592039801
2016-01-02,University of Arkansas,Public,Arkansas,Southeast,0.6006,1154,21288,9169,61032,21815,0.5224,0.7722,0.0479,0.076,0.0248,0.0301,0.2295,0.6249,0.0962,0.2617018304,0.7382981696
2016-01-02,University of Arkansas at Pine Bluff,Public,Arkansas,Southeast,0.4616,871,15994,5795,21153.5,2526,0.5629,0.0439,0.9248,0.0131,0.0036,0.0103,0.723,0.2649,0.1395,0.3740515933,0.6259484067
2016-01-02,Arkansas State University-Main Campus,Public,Arkansas,Southeast,0.7024,1088,20349,6920,31864,8909,0.5709,0.7431,0.1375,0.0249,0.0073,0.0559,0.4565,0.4012,0.1934,0.394301278,0.605698722
2016-01-02,Arkansas Tech University,Public,Arkansas,Southeast,0.8911,,17260,6371,31118,8799,0.549,0.7571,0.0981,0.0581,0.0117,0.0389,0.4299,0.4381,0.2122,0.4393220339,0.5606779661
2016-01-02,University of Central Arkansas,Public,Arkansas,Southeast,0.9218,1068,19686,6696,34933,9340,0.5913,0.6574,0.1843,0.0474,0.0173,0.0435,0.4138,0.4495,0.1024,0.3422960019,0.6577039981
2016-01-02,Central Baptist College,Private,Arkansas,Southeast,0.4749,968,23292,5244,38544,777,0.4633,0.6667,0.2368,0.0296,0.0013,0.0399,0.4336,0.2833,0.3462,0.375,0.625
2016-01-02,Harding University,Private,Arkansas,Southeast,0.992,1135,27205,7200,74789,4450,0.5519,0.8301,0.0438,0.0353,0.0067,0.0582,0.2584,0.6379,0.0555,0.2111731844,0.7888268156
