filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
ShelleyTheFortunesOfPerkinWarbeck1830 , C:\Users\gleicher\DigHum\Novels\1820-1839\ShelleyTheFortunesOfPerkinWarbeck1830.txt , 1820-1839 , 0.698, 0.219, 0.002, 0.074, 0.546, 0.175, 0.824, 0.464, 0.287, 1.347, 0.300, 0.385, 1.667, 1.939, 0.191, 0.255, 0.199, 0.033, 0.001, 1.776, 3.234, 1.755, 0.498, 0.772, 0.089, 0.106, 0.004, 1.147, 0.037, 2.119, 0.016, 0.713, 2.191, 0.009, 0.352, 0.001, 0.016, 0.004, 0.350, 0.001, 0.069, 0.000, 0.002, 0.007, 0.001, 0.005, 0.087, 0.758, 0.198, 2.548, 0.020, 0.033, 0.003, 0.027, 0.000, 0.040, 0.292, 0.380, 0.004, 0.279, 0.043, 0.000, 0.013, 0.763, 0.696, 0.072, 1.151, 0.169, 0.404, 0.044, 0.010, 0.724, 0.044, 0.004, 0.000, 0.003, 0.001, 0.015, 0.243, 0.017, 0.137, 0.575, 0.098, 0.927, 0.001, 0.316, 0.530, 2.919, 0.243, 0.266, 0.651, 0.007, 0.121, 0.019, 0.330, 0.022, 0.319, 0.006, 0.045, 0.002, 0.009, 0.002, 0.000, 0.258, 0.549, 0.191, 0.719, 0.303, 0.025, 0.139, 3.468, 0.012, 0.008, 0.277, 2.819, 28.686, 2.824, 178337, 213109
ShelleyTheLastMan1826 , C:\Users\gleicher\DigHum\Novels\1820-1839\ShelleyTheLastMan1826.txt , 1820-1839 , 1.720, 0.522, 0.003, 0.257, 0.613, 0.119, 0.907, 0.493, 0.323, 1.339, 0.255, 0.339, 1.859, 2.178, 0.196, 0.282, 0.353, 0.037, 0.002, 1.934, 3.494, 1.973, 0.483, 0.905, 0.045, 0.041, 0.003, 0.788, 0.040, 1.959, 0.017, 0.787, 2.654, 0.014, 0.280, 0.003, 0.023, 0.005, 0.238, 0.004, 0.043, 0.002, 0.002, 0.006, 0.000, 0.004, 0.092, 0.702, 0.152, 2.381, 0.016, 0.019, 0.002, 0.060, 0.000, 0.020, 0.732, 0.277, 0.004, 0.258, 0.033, 0.001, 0.011, 0.781, 0.718, 0.084, 0.994, 0.175, 0.370, 0.044, 0.009, 0.494, 0.037, 0.006, 0.000, 0.002, 0.000, 0.023, 0.270, 0.015, 0.156, 0.536, 0.112, 1.010, 0.000, 0.300, 0.485, 3.170, 0.332, 0.287, 0.674, 0.004, 0.112, 0.038, 0.464, 0.029, 0.335, 0.007, 0.045, 0.001, 0.004, 0.001, 0.000, 0.288, 0.490, 0.190, 0.856, 0.254, 0.023, 0.157, 2.581, 0.021, 0.004, 0.206, 1.351, 27.787, 2.295, 172402, 202662
ShelleyValperga1823 , C:\Users\gleicher\DigHum\Novels\1820-1839\ShelleyValperga1823.txt , 1820-1839 , 1.118, 0.468, 0.002, 0.140, 0.678, 0.203, 0.841, 0.470, 0.250, 1.251, 0.277, 0.333, 1.655, 1.774, 0.202, 0.231, 0.264, 0.020, 0.005, 1.770, 3.325, 1.702, 0.399, 0.671, 0.075, 0.087, 0.002, 0.882, 0.047, 1.924, 0.009, 0.651, 2.351, 0.005, 0.287, 0.002, 0.021, 0.004, 0.296, 0.003, 0.068, 0.000, 0.004, 0.004, 0.001, 0.001, 0.125, 0.657, 0.230, 2.253, 0.007, 0.017, 0.005, 0.051, 0.000, 0.017, 0.243, 0.362, 0.009, 0.241, 0.026, 0.003, 0.008, 0.855, 0.778, 0.075, 1.175, 0.181, 0.423, 0.040, 0.010, 1.075, 0.063, 0.008, 0.000, 0.005, 0.001, 0.017, 0.287, 0.008, 0.131, 0.544, 0.109, 1.003, 0.001, 0.264, 0.601, 2.959, 0.276, 0.322, 0.646, 0.008, 0.096, 0.025, 0.330, 0.022, 0.305, 0.005, 0.046, 0.001, 0.004, 0.004, 0.000, 0.293, 0.531, 0.221, 0.777, 0.309, 0.026, 0.192, 3.195, 0.019, 0.007, 0.328, 1.489, 28.285, 2.752, 156101, 183527
TaylorConfessionsOfAThug1839 , C:\Users\gleicher\DigHum\Novels\1820-1839\TaylorConfessionsOfAThug1839.txt , 1820-1839 , 2.572, 0.877, 0.005, 0.639, 0.335, 0.079, 0.833, 0.446, 0.279, 0.955, 0.427, 0.417, 0.976, 1.493, 0.106, 0.184, 0.099, 0.021, 0.002, 1.046, 2.575, 1.745, 0.468, 0.674, 0.209, 0.150, 0.001, 0.760, 0.044, 1.306, 0.030, 0.388, 1.672, 0.004, 0.197, 0.004, 0.028, 0.006, 0.862, 0.001, 0.090, 0.000, 0.001, 0.002, 0.000, 0.004, 0.173, 0.759, 0.445, 2.210, 0.010, 0.011, 0.014, 0.025, 0.000, 0.019, 0.807, 0.272, 0.018, 0.301, 0.026, 0.006, 0.006, 1.008, 0.957, 0.083, 1.040, 0.191, 0.704, 0.057, 0.018, 1.615, 0.044, 0.007, 0.000, 0.014, 0.002, 0.044, 0.190, 0.010, 0.142, 0.429, 0.084, 1.043, 0.000, 0.529, 0.864, 3.059, 0.293, 0.319, 0.686, 0.008, 0.060, 0.034, 0.230, 0.018, 0.324, 0.003, 0.054, 0.003, 0.006, 0.013, 0.000, 0.383, 0.422, 0.186, 0.649, 0.219, 0.008, 0.169, 1.725, 0.015, 0.004, 0.187, 1.544, 28.013, 2.250, 224614, 270484
ThackerayCatherine1839 , C:\Users\gleicher\DigHum\Novels\1820-1839\ThackerayCatherine1839.txt , 1820-1839 , 0.737, 0.195, 0.000, 0.121, 0.329, 0.100, 1.259, 0.399, 0.180, 1.105, 0.337, 0.392, 1.491, 1.448, 0.146, 0.110, 0.114, 0.013, 0.005, 1.357, 3.463, 1.428, 0.361, 0.915, 0.102, 0.199, 0.001, 0.633, 0.070, 1.502, 0.036, 0.410, 2.917, 0.059, 0.354, 0.003, 0.036, 0.001, 0.720, 0.001, 0.027, 0.001, 0.007, 0.006, 0.000, 0.022, 0.132, 0.492, 0.140, 2.367, 0.007, 0.006, 0.007, 0.035, 0.000, 0.017, 0.275, 0.307, 0.014, 0.270, 0.031, 0.005, 0.006, 0.770, 0.794, 0.079, 0.799, 0.192, 0.647, 0.028, 0.012, 0.909, 0.044, 0.003, 0.000, 0.016, 0.001, 0.032, 0.186, 0.027, 0.108, 0.492, 0.124, 1.173, 0.000, 0.598, 0.635, 2.760, 0.202, 0.289, 0.621, 0.006, 0.075, 0.014, 0.202, 0.026, 0.235, 0.001, 0.065, 0.001, 0.005, 0.002, 0.000, 0.218, 0.405, 0.206, 0.677, 0.282, 0.035, 0.157, 2.528, 0.007, 0.005, 0.216, 2.840, 30.219, 3.078, 69341, 86245
TrollopeFrancesTheVicarOfWrexhill1837 , C:\Users\gleicher\DigHum\Novels\1820-1839\TrollopeFrancesTheVicarOfWrexhill1837.txt , 1820-1839 , 1.155, 0.603, 0.006, 0.148, 0.716, 0.145, 1.596, 0.446, 0.238, 1.405, 0.538, 0.518, 1.685, 1.270, 0.153, 0.182, 0.185, 0.020, 0.007, 1.031, 2.219, 1.311, 0.397, 0.567, 0.142, 0.108, 0.005, 0.858, 0.061, 1.826, 0.015, 0.506, 2.477, 0.007, 0.294, 0.005, 0.035, 0.003, 0.577, 0.000, 0.127, 0.000, 0.010, 0.002, 0.000, 0.010, 0.231, 0.752, 0.317, 1.756, 0.010, 0.007, 0.005, 0.068, 0.000, 0.038, 0.247, 0.190, 0.025, 0.288, 0.070, 0.005, 0.014, 1.129, 0.953, 0.112, 1.105, 0.230, 0.639, 0.058, 0.022, 1.472, 0.056, 0.010, 0.000, 0.025, 0.001, 0.041, 0.296, 0.024, 0.137, 0.759, 0.131, 1.184, 0.001, 0.292, 0.725, 2.751, 0.295, 0.305, 0.599, 0.026, 0.087, 0.050, 0.267, 0.031, 0.327, 0.003, 0.057, 0.004, 0.005, 0.003, 0.000, 0.449, 0.387, 0.192, 0.660, 0.216, 0.026, 0.088, 2.421, 0.014, 0.004, 0.217, 2.274, 26.709, 2.934, 167702, 201079
BallantyneTheCoralIsland1858 , C:\Users\gleicher\DigHum\Novels\1840-1859\BallantyneTheCoralIsland1858.txt , 1840-1859 , 1.335, 0.544, 0.008, 0.317, 0.492, 0.042, 1.413, 0.649, 0.338, 1.036, 0.408, 0.446, 1.073, 1.296, 0.099, 0.213, 0.098, 0.017, 0.004, 1.977, 5.251, 2.269, 0.435, 1.425, 0.162, 0.135, 0.000, 0.441, 0.033, 0.861, 0.030, 0.269, 2.092, 0.016, 0.195, 0.002, 0.021, 0.013, 0.595, 0.000, 0.068, 0.003, 0.010, 0.000, 0.000, 0.011, 0.159, 0.639, 0.105, 2.219, 0.009, 0.017, 0.001, 0.016, 0.001, 0.015, 1.107, 0.142, 0.018, 0.438, 0.057, 0.003, 0.011, 0.860, 0.722, 0.096, 1.049, 0.258, 0.341, 0.017, 0.010, 0.628, 0.026, 0.003, 0.001, 0.012, 0.001, 0.040, 0.154, 0.009, 0.190, 0.587, 0.186, 1.247, 0.000, 0.390, 0.583, 3.125, 0.294, 0.241, 0.822, 0.010, 0.060, 0.028, 0.408, 0.031, 0.253, 0.003, 0.036, 0.003, 0.008, 0.008, 0.000, 0.234, 0.494, 0.231, 0.833, 0.142, 0.013, 0.219, 0.997, 0.009, 0.001, 0.137, 1.128, 26.900, 1.558, 97819, 116550
BellTheLadderofGold1850 , C:\Users\gleicher\DigHum\Novels\1840-1859\BellTheLadderofGold1850.txt , 1840-1859 , 0.921, 0.428, 0.010, 0.173, 0.608, 0.158, 1.107, 0.461, 0.275, 1.388, 0.478, 0.548, 1.340, 1.474, 0.141, 0.139, 0.119, 0.029, 0.007, 1.348, 2.304, 1.482, 0.366, 0.734, 0.163, 0.098, 0.008, 0.943, 0.084, 1.701, 0.026, 0.535, 3.100, 0.019, 0.280, 0.001, 0.032, 0.004, 0.418, 0.004, 0.078, 0.000, 0.010, 0.003, 0.001, 0.012, 0.108, 0.717, 0.207, 2.319, 0.016, 0.018, 0.007, 0.064, 0.001, 0.025, 0.227, 0.245, 0.036, 0.204, 0.041, 0.011, 0.013, 1.036, 0.918, 0.058, 0.934, 0.305, 0.834, 0.029, 0.019, 1.306, 0.052, 0.003, 0.001, 0.015, 0.002, 0.045, 0.239, 0.021, 0.142, 0.558, 0.162, 1.263, 0.000, 0.229, 0.723, 2.738, 0.238, 0.354, 0.612, 0.004, 0.061, 0.040, 0.365, 0.028, 0.268, 0.005, 0.073, 0.004, 0.002, 0.013, 0.000, 0.387, 0.339, 0.209, 0.589, 0.246, 0.022, 0.126, 2.245, 0.009, 0.008, 0.207, 1.760, 27.316, 2.843, 185576, 224631
BorrowLavengro1851 , C:\Users\gleicher\DigHum\Novels\1840-1859\BorrowLavengro1851.txt , 1840-1859 , 2.650, 0.941, 0.006, 0.596, 0.422, 0.056, 1.070, 0.451, 0.261, 1.107, 0.333, 0.676, 1.079, 1.066, 0.096, 0.135, 0.091, 0.013, 0.004, 1.449, 3.310, 1.849, 0.399, 0.794, 0.135, 0.188, 0.001, 0.595, 0.043, 1.213, 0.015, 0.340, 1.874, 0.029, 0.353, 0.004, 0.031, 0.025, 1.046, 0.001, 0.022, 0.000, 0.002, 0.001, 0.000, 0.004, 0.148, 0.561, 0.196, 1.713, 0.008, 0.005, 0.001, 0.028, 0.001, 0.028, 0.219, 0.150, 0.024, 0.270, 0.057, 0.007, 0.009, 0.843, 1.041, 0.088, 1.140, 0.217, 0.912, 0.054, 0.021, 1.361, 0.045, 0.005, 0.000, 0.011, 0.001, 0.033, 0.175, 0.015, 0.116, 0.578, 0.114, 1.237, 0.004, 0.454, 0.804, 2.651, 0.291, 0.285, 0.691, 0.003, 0.061, 0.021, 0.267, 0.018, 0.368, 0.003, 0.038, 0.002, 0.003, 0.006, 0.000, 0.298, 0.303, 0.243, 0.563, 0.179, 0.017, 0.174, 1.301, 0.007, 0.003, 0.145, 2.212, 27.869, 2.260, 216517, 268480
BronteAnneAgnesGrey1847 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteAnneAgnesGrey1847.txt , 1840-1859 , 2.417, 0.859, 0.015, 0.661, 0.564, 0.093, 1.265, 0.379, 0.302, 1.522, 0.484, 0.631, 1.795, 1.519, 0.184, 0.137, 0.168, 0.032, 0.004, 1.406, 2.261, 1.353, 0.392, 0.657, 0.103, 0.147, 0.004, 0.484, 0.064, 1.635, 0.015, 0.557, 1.961, 0.015, 0.234, 0.000, 0.032, 0.006, 0.542, 0.004, 0.090, 0.000, 0.004, 0.002, 0.001, 0.032, 0.168, 0.842, 0.210, 1.920, 0.017, 0.016, 0.002, 0.080, 0.000, 0.048, 0.270, 0.241, 0.041, 0.342, 0.077, 0.014, 0.005, 1.341, 1.187, 0.101, 1.374, 0.254, 0.447, 0.026, 0.012, 1.061, 0.056, 0.005, 0.000, 0.011, 0.000, 0.088, 0.225, 0.006, 0.175, 0.673, 0.127, 1.015, 0.000, 0.359, 0.578, 2.662, 0.386, 0.335, 0.644, 0.010, 0.052, 0.047, 0.257, 0.041, 0.321, 0.001, 0.038, 0.005, 0.004, 0.010, 0.000, 0.479, 0.288, 0.250, 0.666, 0.274, 0.026, 0.099, 2.234, 0.012, 0.010, 0.151, 1.688, 26.695, 2.198, 66351, 80789
BronteAnneTheTenantOfWildfellHall1848 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteAnneTheTenantOfWildfellHall1848.txt , 1840-1859 , 2.934, 0.941, 0.014, 0.483, 0.583, 0.110, 1.182, 0.509, 0.281, 1.440, 0.475, 0.529, 1.769, 1.683, 0.232, 0.169, 0.194, 0.048, 0.010, 1.396, 2.125, 1.297, 0.389, 0.705, 0.152, 0.130, 0.001, 0.379, 0.067, 1.427, 0.010, 0.670, 1.785, 0.002, 0.197, 0.002, 0.023, 0.008, 0.614, 0.001, 0.099, 0.000, 0.003, 0.004, 0.001, 0.009, 0.175, 0.823, 0.262, 1.489, 0.008, 0.010, 0.003, 0.088, 0.001, 0.055, 0.260, 0.315, 0.043, 0.324, 0.069, 0.010, 0.012, 1.210, 1.233, 0.095, 1.443, 0.204, 0.672, 0.029, 0.021, 1.600, 0.072, 0.005, 0.000, 0.009, 0.002, 0.048, 0.194, 0.013, 0.119, 0.661, 0.134, 1.040, 0.000, 0.225, 0.641, 2.691, 0.307, 0.256, 0.672, 0.012, 0.063, 0.038, 0.238, 0.037, 0.363, 0.002, 0.024, 0.003, 0.005, 0.014, 0.000, 0.498, 0.299, 0.233, 0.680, 0.206, 0.028, 0.055, 2.550, 0.007, 0.008, 0.231, 1.195, 26.356, 2.635, 165912, 204814
BronteCharlotteJaneEyre1847 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteCharlotteJaneEyre1847.txt , 1840-1859 , 2.801, 0.961, 0.013, 0.561, 0.543, 0.092, 0.979, 0.543, 0.261, 1.225, 0.360, 0.544, 1.294, 1.373, 0.124, 0.149, 0.163, 0.020, 0.003, 1.939, 3.612, 1.727, 0.389, 0.864, 0.145, 0.118, 0.001, 0.441, 0.045, 1.251, 0.012, 0.426, 2.270, 0.021, 0.245, 0.004, 0.025, 0.006, 0.446, 0.004, 0.035, 0.000, 0.009, 0.004, 0.000, 0.013, 0.167, 0.684, 0.237, 1.838, 0.009, 0.012, 0.004, 0.043, 0.000, 0.028, 0.141, 0.187, 0.027, 0.187, 0.081, 0.010, 0.011, 0.882, 1.069, 0.060, 0.934, 0.236, 0.909, 0.037, 0.020, 1.552, 0.064, 0.007, 0.001, 0.007, 0.001, 0.042, 0.162, 0.016, 0.117, 0.534, 0.162, 0.919, 0.003, 0.349, 0.643, 3.132, 0.312, 0.251, 0.616, 0.010, 0.044, 0.018, 0.279, 0.023, 0.405, 0.004, 0.048, 0.002, 0.007, 0.008, 0.000, 0.381, 0.384, 0.232, 0.694, 0.211, 0.022, 0.067, 1.837, 0.015, 0.004, 0.229, 1.652, 28.262, 2.416, 180798, 224885
BronteCharlotteShirley1849 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteCharlotteShirley1849.txt , 1840-1859 , 1.297, 0.596, 0.005, 0.194, 0.528, 0.098, 0.991, 0.462, 0.276, 1.429, 0.403, 0.557, 1.528, 1.426, 0.121, 0.137, 0.110, 0.018, 0.004, 1.884, 3.178, 1.568, 0.311, 0.772, 0.144, 0.118, 0.006, 0.546, 0.057, 1.421, 0.011, 0.521, 2.673, 0.020, 0.281, 0.001, 0.025, 0.006, 0.421, 0.005, 0.027, 0.001, 0.006, 0.005, 0.000, 0.026, 0.155, 0.650, 0.261, 1.839, 0.012, 0.013, 0.005, 0.047, 0.000, 0.024, 0.172, 0.256, 0.025, 0.202, 0.065, 0.005, 0.014, 0.948, 1.188, 0.056, 0.990, 0.203, 0.879, 0.038, 0.016, 1.476, 0.064, 0.006, 0.000, 0.015, 0.002, 0.044, 0.176, 0.015, 0.132, 0.606, 0.145, 0.969, 0.004, 0.322, 0.843, 2.847, 0.289, 0.299, 0.472, 0.010, 0.055, 0.019, 0.268, 0.032, 0.365, 0.004, 0.079, 0.005, 0.008, 0.005, 0.000, 0.363, 0.414, 0.230, 0.604, 0.246, 0.012, 0.075, 2.575, 0.016, 0.006, 0.313, 1.921, 28.745, 3.185, 208366, 262968
BronteCharlotteTheProfessor1857 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteCharlotteTheProfessor1857.txt , 1840-1859 , 2.659, 0.874, 0.009, 0.539, 0.631, 0.083, 0.995, 0.452, 0.354, 1.380, 0.426, 0.553, 1.415, 1.339, 0.151, 0.082, 0.084, 0.037, 0.001, 2.060, 3.253, 1.660, 0.326, 0.768, 0.093, 0.095, 0.007, 0.546, 0.047, 1.660, 0.011, 0.483, 2.675, 0.020, 0.454, 0.000, 0.023, 0.009, 0.409, 0.010, 0.038, 0.000, 0.005, 0.002, 0.000, 0.033, 0.156, 0.610, 0.194, 1.883, 0.008, 0.007, 0.000, 0.045, 0.001, 0.033, 0.163, 0.256, 0.023, 0.284, 0.082, 0.012, 0.012, 0.892, 1.043, 0.088, 0.955, 0.245, 0.620, 0.030, 0.015, 1.033, 0.045, 0.010, 0.001, 0.012, 0.001, 0.055, 0.143, 0.014, 0.107, 0.624, 0.132, 1.115, 0.007, 0.362, 0.625, 3.242, 0.312, 0.296, 0.725, 0.014, 0.057, 0.032, 0.266, 0.041, 0.372, 0.010, 0.023, 0.005, 0.008, 0.008, 0.000, 0.311, 0.450, 0.199, 0.661, 0.184, 0.037, 0.070, 1.994, 0.015, 0.004, 0.241, 1.450, 27.357, 2.959, 86062, 104975
BronteCharlotteVillette1853 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteCharlotteVillette1853.txt , 1840-1859 , 2.304, 0.817, 0.006, 0.426, 0.588, 0.118, 1.056, 0.510, 0.306, 1.481, 0.420, 0.661, 1.505, 1.403, 0.134, 0.126, 0.134, 0.019, 0.003, 2.211, 3.434, 1.692, 0.293, 0.804, 0.102, 0.106, 0.003, 0.522, 0.054, 1.523, 0.012, 0.485, 2.428, 0.026, 0.408, 0.000, 0.025, 0.010, 0.464, 0.009, 0.025, 0.000, 0.004, 0.003, 0.000, 0.052, 0.136, 0.562, 0.161, 2.053, 0.013, 0.006, 0.001, 0.052, 0.000, 0.021, 0.159, 0.248, 0.015, 0.245, 0.041, 0.006, 0.014, 0.864, 1.132, 0.063, 1.052, 0.236, 0.762, 0.039, 0.012, 0.904, 0.040, 0.009, 0.001, 0.018, 0.003, 0.045, 0.179, 0.012, 0.124, 0.618, 0.165, 1.034, 0.002, 0.331, 0.530, 3.101, 0.271, 0.257, 0.547, 0.013, 0.063, 0.021, 0.299, 0.041, 0.301, 0.004, 0.054, 0.003, 0.007, 0.004, 0.000, 0.318, 0.392, 0.246, 0.653, 0.233, 0.020, 0.057, 2.254, 0.011, 0.006, 0.293, 1.613, 28.266, 2.982, 187969, 233066
BronteEmilyWutheringHeights1847 , C:\Users\gleicher\DigHum\Novels\1840-1859\BronteEmilyWutheringHeights1847.txt , 1840-1859 , 2.661, 0.603, 0.017, 0.363, 0.499, 0.093, 0.864, 0.345, 0.267, 1.203, 0.301, 0.426, 1.183, 1.839, 0.245, 0.189, 0.226, 0.030, 0.004, 1.401, 2.944, 1.776, 0.453, 1.125, 0.165, 0.246, 0.004, 0.328, 0.068, 0.982, 0.008, 0.477, 1.846, 0.004, 0.217, 0.001, 0.016, 0.004, 0.473, 0.000, 0.099, 0.001, 0.008, 0.004, 0.001, 0.008, 0.146, 0.799, 0.158, 1.543, 0.006, 0.017, 0.005, 0.053, 0.003, 0.022, 0.239, 0.342, 0.042, 0.236, 0.080, 0.008, 0.009, 0.957, 1.200, 0.084, 0.935, 0.226, 0.761, 0.027, 0.017, 1.437, 0.060, 0.011, 0.001, 0.009, 0.001, 0.028, 0.139, 0.008, 0.097, 0.469, 0.134, 0.767, 0.001, 0.287, 0.684, 3.374, 0.352, 0.234, 0.652, 0.004, 0.067, 0.021, 0.290, 0.037, 0.386, 0.000, 0.043, 0.004, 0.012, 0.025, 0.000, 0.462, 0.447, 0.236, 0.744, 0.246, 0.024, 0.042, 2.906, 0.005, 0.006, 0.336, 1.285, 28.876, 3.325, 111329, 141355
DickensAChristmasCarol1843 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensAChristmasCarol1843.txt , 1840-1859 , 0.773, 0.387, 0.003, 0.114, 0.486, 0.065, 0.983, 0.387, 0.307, 1.324, 0.406, 0.435, 1.449, 2.174, 0.065, 0.139, 0.148, 0.028, 0.006, 2.609, 4.169, 1.947, 0.279, 0.924, 0.264, 0.242, 0.000, 0.298, 0.026, 0.915, 0.000, 0.273, 1.592, 0.014, 0.125, 0.000, 0.034, 0.003, 0.773, 0.000, 0.068, 0.000, 0.003, 0.000, 0.000, 0.006, 0.102, 0.432, 0.111, 2.470, 0.006, 0.006, 0.003, 0.045, 0.000, 0.017, 0.230, 0.145, 0.017, 0.239, 0.054, 0.011, 0.006, 0.875, 1.046, 0.099, 0.753, 0.176, 0.762, 0.023, 0.028, 0.884, 0.057, 0.003, 0.000, 0.023, 0.000, 0.031, 0.293, 0.006, 0.114, 0.531, 0.222, 1.162, 0.000, 0.517, 0.659, 2.851, 0.307, 0.281, 0.571, 0.000, 0.051, 0.014, 0.369, 0.028, 0.236, 0.003, 0.125, 0.003, 0.000, 0.006, 0.000, 0.190, 0.503, 0.210, 0.793, 0.205, 0.020, 0.088, 1.992, 0.017, 0.009, 0.239, 1.788, 30.303, 1.444, 27840, 35185
DickensATaleofTwoCities1859 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensATaleofTwoCities1859.txt , 1840-1859 , 0.951, 0.449, 0.005, 0.178, 0.389, 0.088, 0.964, 0.432, 0.289, 1.041, 0.383, 0.438, 0.999, 1.520, 0.124, 0.161, 0.138, 0.023, 0.003, 1.854, 3.859, 2.045, 0.345, 1.006, 0.142, 0.106, 0.004, 0.567, 0.050, 1.129, 0.013, 0.405, 2.266, 0.008, 0.246, 0.002, 0.034, 0.005, 0.607, 0.001, 0.022, 0.000, 0.007, 0.002, 0.000, 0.008, 0.125, 0.480, 0.143, 2.393, 0.013, 0.007, 0.004, 0.030, 0.003, 0.031, 0.200, 0.185, 0.018, 0.243, 0.036, 0.004, 0.011, 0.841, 0.918, 0.067, 0.754, 0.205, 0.784, 0.031, 0.021, 1.111, 0.061, 0.004, 0.000, 0.011, 0.002, 0.024, 0.248, 0.012, 0.122, 0.495, 0.172, 1.171, 0.002, 0.515, 0.624, 2.863, 0.357, 0.279, 0.617, 0.003, 0.060, 0.020, 0.348, 0.022, 0.268, 0.004, 0.087, 0.005, 0.005, 0.006, 0.000, 0.210, 0.434, 0.243, 0.768, 0.230, 0.025, 0.071, 2.245, 0.007, 0.004, 0.215, 2.198, 30.066, 2.032, 133427, 165344
DickensBarnabyRudge1840 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensBarnabyRudge1840.txt , 1840-1859 , 0.844, 0.362, 0.007, 0.130, 0.426, 0.089, 1.232, 0.498, 0.307, 1.226, 0.406, 0.539, 1.261, 1.418, 0.127, 0.159, 0.138, 0.021, 0.004, 1.771, 3.592, 1.934, 0.373, 1.173, 0.227, 0.189, 0.004, 0.493, 0.051, 1.180, 0.011, 0.387, 1.958, 0.007, 0.236, 0.002, 0.037, 0.005, 0.690, 0.000, 0.072, 0.000, 0.001, 0.003, 0.000, 0.007, 0.127, 0.533, 0.129, 2.122, 0.007, 0.008, 0.004, 0.047, 0.000, 0.030, 0.202, 0.197, 0.035, 0.252, 0.040, 0.007, 0.010, 0.897, 0.883, 0.088, 0.825, 0.200, 0.690, 0.028, 0.022, 1.149, 0.051, 0.007, 0.001, 0.019, 0.001, 0.039, 0.228, 0.016, 0.110, 0.625, 0.167, 1.289, 0.003, 0.361, 0.652, 2.888, 0.339, 0.253, 0.609, 0.006, 0.075, 0.024, 0.323, 0.026, 0.301, 0.006, 0.093, 0.005, 0.007, 0.010, 0.000, 0.234, 0.508, 0.263, 0.697, 0.191, 0.021, 0.125, 2.272, 0.011, 0.005, 0.256, 2.143, 29.329, 2.143, 246740, 306820
