id,name,step,ego
04524Y,Aspect Software Engineering,2,AT&T Corp
76663X,Rightworks Corp,2,AT&T Corp
46058H,Internolix AG,2,AT&T Corp
16941M,CML,2,AT&T Corp
909214,Unisys Corp,2,AT&T Corp
247025,Dell Computer Corp,2,AT&T Corp
98413B,Xpedior Inc,2,AT&T Corp
89145C,Toshiba Tec Corp,2,AT&T Corp
68410V,Optiglobe Inc,2,AT&T Corp
678492,Oki Electric Industry Co Ltd,2,AT&T Corp
05768H,Bahwan CyberTek LLC,2,AT&T Corp
278642,eBay Inc,2,AT&T Corp
65390Y,Nihon Unisys Ltd,2,AT&T Corp
01865Z,Avaya Japan Ltd,2,AT&T Corp
14037N,Capital Networks Co,2,AT&T Corp
013904,Alcatel Lucent SA,2,AT&T Corp
83097J,Sky Point SA,2,AT&T Corp
82629L,Siemens Business Services GmbH,2,AT&T Corp
80908F,Scipher PLC,2,AT&T Corp
83144W,WH Smith PLC,2,AT&T Corp
717081,Pfizer Inc,2,AT&T Corp
81583R,Sega Corp,2,AT&T Corp
63506Q,NBC,2,AT&T Corp
92999T,WP Publishers & Distributors,2,AT&T Corp
16886M,Chile.com,1,AT&T Corp
064057,"Bank of New York Co Inc,NY",2,AT&T Corp
007974,Advent Software Inc,2,AT&T Corp
G1150G,Accenture Ltd,2,AT&T Corp
748341,Quest Communications Corp,2,AT&T Corp
94768C,webMethods Inc,2,AT&T Corp
091935,Blackboard Inc,2,AT&T Corp
87969N,Telstra Corp Ltd,2,AT&T Corp
46678M,J-Phone Group,2,AT&T Corp
87932P,Telecom Services Ltd,2,AT&T Corp
01028J,aligne Inc,2,AT&T Corp
448954,Hyperdynamics Corp,1,AT&T Corp
74655A,PureEdge Solutions Inc,1,AT&T Corp
62913Z,NIIT Ltd,2,AT&T Corp
87866N,Telecom New Zealand Ltd,2,AT&T Corp
67622M,OfficeMax Inc,2,AT&T Corp
50008P,Kodansha Ltd,2,AT&T Corp
82502L,Shogakukan Inc,2,AT&T Corp
35958C,Fuji Xerox Co Ltd,2,AT&T Corp
786449,Safeguard Scientifics Inc,2,AT&T Corp
57906A,McAfee.com Corp,2,AT&T Corp
539830,Lockheed Martin Corp,2,AT&T Corp
38372X,Government of Queensland,2,AT&T Corp
74150Z,Price Waterhouse LLP Mgmt,2,AT&T Corp
78440P,SK Telecom Co Ltd,2,AT&T Corp
53578W,LINKdotNET,2,AT&T Corp
169426,China Telecom Corp Ltd,2,AT&T Corp
67849R,Okinawa Electric Power Co Inc,2,AT&T Corp
74123L,Pressplay,2,AT&T Corp
92343E,VeriSign Inc,2,AT&T Corp
45068R,ITV,2,AT&T Corp
83098E,Sky,2,AT&T Corp
05302Z,Australian Defense Force,2,AT&T Corp
26840K,Egg PLC,2,AT&T Corp
04296T,Artinsoft SA,2,AT&T Corp
29500Q,Ericsson Innova SA,2,AT&T Corp
371470,Catalunya,2,AT&T Corp
14433V,Carphone Warehouse Group PLC,2,AT&T Corp
705015,Pearson PLC,2,AT&T Corp
87142T,System Access Ltd,2,AT&T Corp
71818W,Philippine Cyber College,2,AT&T Corp
23453H,Chrysler Group,1,AT&T Corp
44937K,IBM China Co Ltd,2,AT&T Corp
254687,Walt Disney Co,1,AT&T Corp
162813,CheckFree Corp,1,AT&T Corp
694032,Pacific Bell(Pacific Telesis),2,AT&T Corp
78387G,SBC Communications Inc,2,AT&T Corp
269246,E Trade Group Inc,2,AT&T Corp
060505,Bank of America Corp,2,AT&T Corp
812387,Sears Roebuck & Co,2,AT&T Corp
36225X,GPU Inc,2,AT&T Corp
29440K,Equifax Secure Inc,2,AT&T Corp
02589F,American Fidelity Corp,2,AT&T Corp
18175J,DST Canada,2,AT&T Corp
23787P,Data Support Systems of Omaha,2,AT&T Corp
91179Y,US Dataworks(Sonicport.com),2,AT&T Corp
63679Q,National Life Insurance Co,2,AT&T Corp
84478C,Southwest Bank of Texas,2,AT&T Corp
097924,Bombay Co Inc,2,AT&T Corp
48002E,Edward D. Jones & Co L.P.,2,AT&T Corp
97651M,Wipro Ltd,2,AT&T Corp
35138T,Fox Entertainment Group Inc,2,AT&T Corp
63243L,NASA,2,AT&T Corp
760975,Research In Motion Ltd,2,AT&T Corp
29850A,Eurobase International Ltd,2,AT&T Corp
87885T,TeleComputing ASA,2,AT&T Corp
518129,Lastminute.com PLC,2,AT&T Corp
78335Q,SK Group Corp,2,AT&T Corp
41155X,Hanvit Bank,2,AT&T Corp
81945H,Shanghai City Government,2,AT&T Corp
05697F,BT Openworld,2,AT&T Corp
Y3121G,HCL Technologies Ltd,2,AT&T Corp
826197,Siemens AG,2,AT&T Corp
75128C,Radiant Networks plc,2,AT&T Corp
81921P,Shanghai Green Jade Pearl,2,AT&T Corp
285039,EDF SA,2,AT&T Corp
35063H,Founder Technology Computer,2,AT&T Corp
86164E,Stone Group Corp,2,AT&T Corp
99023M,Zhongguancun Tech Dvlp Hldgs,2,AT&T Corp
48268K,KT Corp,2,AT&T Corp
74074L,Premier Sourcing Partners LLC,1,AT&T Corp
24902Q,Dentsu Inc,2,AT&T Corp
88898A,Tohokushinsha Film Corp,2,AT&T Corp
05383C,Avinon Inc,2,AT&T Corp
298412,eUniverse Inc,1,AT&T Corp
07714W,Beijing Centergate Tech(Hldg),2,AT&T Corp
16971F,China Star Microelectronics,2,AT&T Corp
99025E,Zhongxing Microelectronics,2,AT&T Corp
84764M,SpeechWorks International Inc,2,AT&T Corp
14043Q,Capital Radio PLC,2,AT&T Corp
03615J,Anoto Group AB,2,AT&T Corp
294821,Telefonaktiebolaget LM,2,AT&T Corp
654902,Nokia Oyj,2,AT&T Corp
44443R,Hughes Network Systems LLC,2,AT&T Corp
33593E,First Premier Bank NA,2,AT&T Corp
25186X,T-Mobile International AG,2,AT&T Corp
92510L,Versaly Games Inc,2,AT&T Corp
00971T,Akamai Technologies Inc,2,AT&T Corp
82004N,Shanghai Alliance Invest Ltd,2,AT&T Corp
25405R,Digital China Holdings Ltd,2,AT&T Corp
50313E,KDDI Corp,2,AT&T Corp
83195C,SmartPipes Inc,2,AT&T Corp
92367P,Verizon Wireless Capital LLC,2,AT&T Corp
83527A,Softricity Inc,2,AT&T Corp
82315R,Shenzhen Telecom,2,AT&T Corp
92722K,View22 Technology Inc,2,AT&T Corp
06423A,"Bank One Corp,Chicago,IL",2,AT&T Corp
92826V,Visa USA Inc,2,AT&T Corp
82929R,Singapore Telecommunications,2,AT&T Corp
52475J,Legend Group Ltd,2,AT&T Corp
25364X,Digiland International Ltd,2,AT&T Corp
38212Q,Good Technology Inc,2,AT&T Corp
866810,Sun Microsystems Inc,1,AT&T Corp
00209A,AT&T Wireless Services Inc,2,AT&T Corp
46039P,Intertainer Asia,2,AT&T Corp
42259T,Heartland Information Services,2,AT&T Corp
94848Z,weComm Ltd,2,AT&T Corp
83627P,Source Medical Solutions Inc,2,AT&T Corp
293848,Entrust Inc,2,AT&T Corp
45614H,Industrial & Financial Systems,2,AT&T Corp
461142,InterVoice Inc,2,AT&T Corp
749719,RSA Security Inc,2,AT&T Corp
41174Y,Han Intl Consulting Co Ltd,2,AT&T Corp
68389X,Oracle Corp,2,AT&T Corp
22674V,Critical Path Inc,2,AT&T Corp
826170,Siebel Sys Inc,2,AT&T Corp
62461P,Movielink LLC,2,AT&T Corp
42185X,HealthScribe Inc,2,AT&T Corp
72581R,Pivotal Corp,2,AT&T Corp
05577E,BT Group PLC,2,AT&T Corp
72531T,Pittsburgh Supercomputing Ctr,2,AT&T Corp
637640,National Semiconductor Corp,2,AT&T Corp
549463,Lucent Technologies Inc,2,AT&T Corp
00892H,Agricultural Bank of Lithuania,2,AT&T Corp
456251,Infowave Software Inc,2,AT&T Corp
30663A,FSBM M2B Sdn Bhd,2,AT&T Corp
87451F,Totalinfo(Shanghai)Corporate,2,AT&T Corp
81181K,Seagate Removable Storage,2,AT&T Corp
98470P,Ximian Inc,2,AT&T Corp
14146F,Cardiff Software Inc,2,AT&T Corp
86747Z,SunGard Availability Services,2,AT&T Corp
000375,ABB Ltd,2,AT&T Corp
20580T,Comverse Inc,2,AT&T Corp
79610J,Samsung Telecommun America LP,2,AT&T Corp
61684V,JP Mobile Inc,2,AT&T Corp
697154,PalmSource Inc,2,AT&T Corp
45706Z,IDA,2,AT&T Corp
826170,Siebel Sys Inc,1,AT&T Corp
97729T,WISeKey SA,2,AT&T Corp
742718,Procter & Gamble Co,2,AT&T Corp
871503,Symantec Corp,2,AT&T Corp
555904,Macrovision Corp,2,AT&T Corp
05247V,Azienda Multiservizi di Igiene,2,AT&T Corp
87322N,TTP Communications PLC,2,AT&T Corp
926720,Viewlocity Inc,2,AT&T Corp
05389W,Avnet Hall-Mark,2,AT&T Corp
556162,Mad Catz Interactive Inc,2,AT&T Corp
756577,Red Hat Inc,2,AT&T Corp
23830J,Datasweep Inc,2,AT&T Corp
28606R,Electronics Corp of India Ltd,2,AT&T Corp
68383A,Opsware Inc,2,AT&T Corp
50037Z,KTF Co Ltd,2,AT&T Corp
225606,Creo Inc,2,AT&T Corp
008190,Affiliated Computer Svcs Inc,2,AT&T Corp
078149,Bell Canada,2,AT&T Corp
87133N,Synfora Inc,2,AT&T Corp
88512L,Thomson Financial Inc,2,AT&T Corp
58540P,Melbourne IT Ltd,2,AT&T Corp
64148K,NetLedger Inc,2,AT&T Corp
75146V,RackSaver Inc,2,AT&T Corp
64120L,Network Appliance Inc,2,AT&T Corp
49942F,Komplett ASA,2,AT&T Corp
736126,Portal Software Inc,2,AT&T Corp
94362M,Waveset Technologies Inc,2,AT&T Corp
10918V,Brightmail Inc,2,AT&T Corp
92659G,Videsh Sanchar Nigam Ltd,1,AT&T Corp
78548J,SuSE Linux AG,2,AT&T Corp
001941,ATI Technologies Inc,2,AT&T Corp
09060C,BIO-key International Inc,2,AT&T Corp
98974Y,Zkid Network Inc,2,AT&T Corp
68563C,Orca Interactive Ltd,2,AT&T Corp
61168P,Monster.com,2,AT&T Corp
16945R,China Unicom(Hong Kong)Ltd,2,AT&T Corp
07778F,Beijing ZRRT Commun Tech Co,2,AT&T Corp
97750J,WM-data AB,2,AT&T Corp
92992A,VoiceGenie Technologies Inc,2,AT&T Corp
93048L,Voice Automation Inc,2,AT&T Corp
052769,Autodesk Inc,2,AT&T Corp
74387X,Prometric Inc,2,AT&T Corp
10948Z,BrightWork Inc,2,AT&T Corp
007525,Advanced Digital Infon Corp,2,AT&T Corp
75984M,Reliance Infocomm Ltd,2,AT&T Corp
92857W,Vodafone Group PLC,2,AT&T Corp
04523Q,Aspect Communications Corp,2,AT&T Corp
461204,Invensys PLC,2,AT&T Corp
68363X,Optive Research Inc,2,AT&T Corp
39945C,CGI Group Inc,2,AT&T Corp
38259P,Google Inc,2,AT&T Corp
279765,Edgar Online Inc,2,AT&T Corp
073325,BEA Systems Inc,2,AT&T Corp
256159,Documentum Inc,2,AT&T Corp
72940Q,Plumtree Software Inc,2,AT&T Corp
89443X,transcosmos inc,2,AT&T Corp
007903,Advanced Micro Devices Inc,2,AT&T Corp
871130,Sybase Inc,2,AT&T Corp
278856,Eclipsys Corp,2,AT&T Corp
565011,Manugistics Group Inc,2,AT&T Corp
037833,Apple Inc,2,AT&T Corp
97314K,Wincor Nixdorf Inc,2,AT&T Corp
76128Q,Retek Inc,2,AT&T Corp
20030N,Comcast Corp,2,AT&T Corp
25393S,DigitalPersona Inc,2,AT&T Corp
988918,Zi Corp,2,AT&T Corp
04414V,Asia Netcom Corp Ltd,2,AT&T Corp
280599,Edify Corp,2,AT&T Corp
03782U,AppIQ Inc,2,AT&T Corp
73189R,PolyServe Inc,2,AT&T Corp
23954P,Day Software Holding AG,2,AT&T Corp
45304F,IFS Defence Ltd,2,AT&T Corp
46492Q,iSOFT Group PLC,2,AT&T Corp
805423,Savvis Inc,2,AT&T Corp
46612K,JDA Software Group Inc,2,AT&T Corp
879403,Telmex,2,AT&T Corp
98581R,Republic of Yemen,2,AT&T Corp
552691,MCI Inc,2,AT&T Corp
074002,BearingPoint Inc,2,AT&T Corp
125891,CMP Media LLC,2,AT&T Corp
G1150G,Accenture Ltd,1,AT&T Corp
861012,STMicroelectronics NV,2,AT&T Corp
59137W,Metatomix Inc,2,AT&T Corp
27887E,eCollege.com,2,AT&T Corp
315621,Fiat SpA,2,AT&T Corp
002458,AXS-One Inc,2,AT&T Corp
80872F,Science Applications-Teratext,2,AT&T Corp
83634C,Archies Ltd,2,AT&T Corp
449144,Hyperion Inc,2,AT&T Corp
73172K,Polycom Inc,2,AT&T Corp
51569P,Inspur Group Co Ltd,2,AT&T Corp
237545,Dassault Systemes SA,2,AT&T Corp
90001P,Turbomeca SA,2,AT&T Corp
82328J,ZTE Corp,2,AT&T Corp
82611M,Siemens Communication Group,2,AT&T Corp
Y8071D,Sonata Software Ltd,2,AT&T Corp
285661,Electronic Data Systems Corp,2,AT&T Corp
60763R,Mobeon AB,2,AT&T Corp
868763,SurfControl PLC,2,AT&T Corp
15161J,Celestix Networks Inc,2,AT&T Corp
00616V,Active Endpoints Inc,2,AT&T Corp
31182X,Fast Search & Transfer ASA,2,AT&T Corp
45933A,INRIA,2,AT&T Corp
177376,Citrix Systems Inc,2,AT&T Corp
23803E,Datacraft Asia Ltd,2,AT&T Corp
67034F,Nucleus Software Exports Ltd,2,AT&T Corp
465754,i2 Technologies Inc,2,AT&T Corp
55533A,MyMail Ltd,1,AT&T Corp
353515,Franklin Electronic Publishers,2,AT&T Corp
786578,Saflink Corp,2,AT&T Corp
65355F,NHN Corp,2,AT&T Corp
87132C,Sylantro Systems Corp,2,AT&T Corp
02342T,Amdocs Ltd,2,AT&T Corp
620076,Motorola Solutions Inc,2,AT&T Corp
413160,Harmonic Inc,2,AT&T Corp
73651V,Portland Group Inc,2,AT&T Corp
87656P,Tata Consultancy Services Ltd,2,AT&T Corp
07755R,Beijing Zhongguancun Software,2,AT&T Corp
91524N,Uniware Co Ltd,2,AT&T Corp
88693P,Tianjin Huayuan Software Park,2,AT&T Corp
742578,Printronix Inc,2,AT&T Corp
64058F,Nero AG,1,AT&T Corp
57383M,Marvel Enterprises Inc,2,AT&T Corp
23321R,DHL Corp,2,AT&T Corp
13123E,Callidus Software Inc,2,AT&T Corp
928563,VMware Inc,2,AT&T Corp
808655,Scientific Atlanta Inc,2,AT&T Corp
78687Y,SWSoft Inc,2,AT&T Corp
826565,Sigma Designs Inc,2,AT&T Corp
138006,Canon Inc,2,AT&T Corp
91221Y,UGS Corp,2,AT&T Corp
59089N,MessageLabs Inc,2,AT&T Corp
22277M,Courion Corp,2,AT&T Corp
80286W,M-Tech Information Technology,2,AT&T Corp
28816X,Elluminate Inc,2,AT&T Corp
75087R,Raining Data Corp,2,AT&T Corp
98549Y,XCome Technology Co Ltd,2,AT&T Corp
983604,Wyse Technology Inc,2,AT&T Corp
43160K,Hillert & Co Interactive,2,AT&T Corp
92042R,Echoworx Corp,2,AT&T Corp
23746J,Dartmouth College Dept of Comp,2,AT&T Corp
606925,Mobius Management Systems Inc,2,AT&T Corp
89019R,Beijing TongTech Co Ltd,2,AT&T Corp
86660C,InStranet Inc,2,AT&T Corp
345370,Ford Motor Co,2,AT&T Corp
947684,Websense Inc,2,AT&T Corp
64121A,Network Engines Inc,2,AT&T Corp
48020Q,Jones Lang LaSalle Inc,2,AT&T Corp
23839Y,Data Reduction Systems Corp,2,AT&T Corp
367626,Gateway Inc,2,AT&T Corp
268648,EMC Corp,2,AT&T Corp
87782X,Temtec International BV,2,AT&T Corp
35062N,Founder Technology Group Corp,2,AT&T Corp
63562Y,NDRC,2,AT&T Corp
04394C,Ascent Media Group Ltd,2,AT&T Corp
44914M,Hyperion Solutions Corp,2,AT&T Corp
36062L,Global Exchange Services Inc,2,AT&T Corp
75775H,RedPrairie Corp,2,AT&T Corp
63551J,National Computer Services Co,2,AT&T Corp
63621R,NGA,2,AT&T Corp
68523A,Orange,2,AT&T Corp
12429J,CDC Software Corp,2,AT&T Corp
65350P,Nexvue Information Systems Inc,2,AT&T Corp
17089J,China Digital Telecom Ltd,2,AT&T Corp
885118,Thomson SA,2,AT&T Corp
04966W,Atos SA,2,AT&T Corp
45245A,Imation Corp,2,AT&T Corp
04622E,Astea International Inc,2,AT&T Corp
98562V,XenSource Inc,2,AT&T Corp
656568,Nortel Networks Corp,2,AT&T Corp
64213J,netomat Inc,2,AT&T Corp
58544A,MedStar Health Inc,2,AT&T Corp
78403A,The SCO Group Inc,2,AT&T Corp
493066,"KeyBank NA,Cleveland,Ohio",2,AT&T Corp
60638C,ModeLabs Group SA,2,AT&T Corp
11051K,British Broadcasting Corp,2,AT&T Corp
27984F,Edge Dynamics Inc,2,AT&T Corp
306137,FalconStor Software Inc,2,AT&T Corp
13891P,Capgemini SA,2,AT&T Corp
98832X,Zend Technologies Inc,2,AT&T Corp
670006,Novell Inc,2,AT&T Corp
65263K,Newton Peripherals LLC,2,AT&T Corp
81602J,Seiko Epson Corp,2,AT&T Corp
08898H,Bharti Airtel Ltd,2,AT&T Corp
44884V,IT Deusto SL,2,AT&T Corp
852061,Sprint Nextel Corp,2,AT&T Corp
65516E,Nissan North America Inc,2,AT&T Corp
704379,Payless ShoeSource Inc,2,AT&T Corp
76674Z,Rimini Street Inc,2,AT&T Corp
22357M,CoWare Inc,2,AT&T Corp
056752,Baidu Inc,2,AT&T Corp
057101,BakBone Software Inc,2,AT&T Corp
98628R,YeePay.com,2,AT&T Corp
27063T,e-Metrodata.com PT,2,AT&T Corp
21075F,Continental AG,2,AT&T Corp
902252,Tyler Technologies Inc,2,AT&T Corp
880769,Teradata Corp,2,AT&T Corp
68435A,OpTier Inc,2,AT&T Corp
749093,Quorum Info Tech Inc,2,AT&T Corp
00206R,AT&T Inc,2,AT&T Corp
30511V,FTS Ltd,2,AT&T Corp
683715,OpenText Corp,2,AT&T Corp
03812H,Approva Corp,2,AT&T Corp
526250,Lenovo Group Ltd,2,AT&T Corp
98498C,Xterprise Inc,2,AT&T Corp
24702R,Dell Inc,2,AT&T Corp
17133Q,Chunghwa Telecom Co Ltd,2,AT&T Corp
07843A,Beijing Redflag CH 2000,2,AT&T Corp
53609F,Linspire Inc,2,AT&T Corp
82580J,Sichuan Changhong Elec Co Ltd,2,AT&T Corp
37520F,GigaSpaces Technologies Ltd,2,AT&T Corp
75945T,Reliance Communications Ltd,2,AT&T Corp
747906,Quantum Corp,2,AT&T Corp
01254W,Ask.com,2,AT&T Corp
44194N,Houghton Mifflin Learning Tech,2,AT&T Corp
12613R,CNET Networks Inc,2,AT&T Corp
07554V,Bebo Inc,2,AT&T Corp
30303M,Facebook Inc,2,AT&T Corp
043634,Ascent Media Group Inc,2,AT&T Corp
82612E,Siemens VDO Automotive AG,2,AT&T Corp
45885A,Internap Network Services Corp,2,AT&T Corp
49178Q,Kenwood Corp,2,AT&T Corp
54157E,LogicaCMG PLC,2,AT&T Corp
71721M,Phase One A/S,2,AT&T Corp
92598R,Vertica Systems Inc,2,AT&T Corp
06189A,Bitam,2,AT&T Corp
29288F,Engineers India Ltd,2,AT&T Corp
111320,Broadcom Corp,2,AT&T Corp
925843,JVC,2,AT&T Corp
238216,Daum Communications Corp,2,AT&T Corp
12919V,Celrun Co Ltd,2,AT&T Corp
55506P,MSI Systems Integrators Inc,2,AT&T Corp
35923T,Frontline Tech Corp Ltd,2,AT&T Corp
87002N,Telepo AB,2,AT&T Corp
097023,Boeing Co,2,AT&T Corp
78389C,SAP America Inc,2,AT&T Corp
98545N,YellowPages.com LLC,2,AT&T Corp
90945M,UniStar Nuclear LLC,2,AT&T Corp
85286P,Sreg AB,2,AT&T Corp
566219,March Networks Corp,2,AT&T Corp
44918T,Hyundai Motor Co Ltd,2,AT&T Corp
48529X,Kaazing Corp,2,AT&T Corp
443251,HOYA Corp,2,AT&T Corp
07857P,Beijing Komoxo Software Inc,2,AT&T Corp
Y3002R,Foxconn Technology Co Ltd,2,AT&T Corp
35195A,Foxconn Intl Hldg Ltd,2,AT&T Corp
47722J,Jetix Europe NV,2,AT&T Corp
99171Q,Zignals,2,AT&T Corp
87981Z,Tech Mahindra Ltd,2,AT&T Corp
87544R,Tandberg ASA,2,AT&T Corp
29133L,Emirates Telecommun Corp,2,AT&T Corp
91732X,USTelematics Inc,2,AT&T Corp
26968K,Eagle Investment Systems LLC,2,AT&T Corp
77495C,Rodale Inc,2,AT&T Corp
607409,MTS,2,AT&T Corp
35981J,Fujitsu Siemens Computers,2,AT&T Corp
835699,Sony Corp,2,AT&T Corp
984332,Yahoo! Inc,2,AT&T Corp
05453N,Aware Inc,2,AT&T Corp
09381J,Blancco Ltd,2,AT&T Corp
86939R,Tek-Tools Software Inc,2,AT&T Corp
46852Y,InfoGin,2,AT&T Corp
282914,8x8 Inc,2,AT&T Corp
68524C,Orange SA,2,AT&T Corp
12389Z,Travelport Inc,2,AT&T Corp
05844L,LG Electronics Inc,2,AT&T Corp
64118Q,NetSuite Inc,2,AT&T Corp
58665H,Media-One Holdings Ltd,2,AT&T Corp
Y36861,Hon Hai Precision Industry Co,2,AT&T Corp
747277,QLogic Corp,2,AT&T Corp
27063Y,e-Future Information Tech Inc,2,AT&T Corp
86700L,Suning Appliance Co Ltd,2,AT&T Corp
29065H,Emerson Network Power,2,AT&T Corp
48592R,Laboratoriya Kasperskogo,2,AT&T Corp
89132Z,Toshiba America Bus Solutions,2,AT&T Corp
257867,RR Donnelley & Sons Co,2,AT&T Corp
67066G,NVIDIA Corp,2,AT&T Corp
60367Z,Ministry of Economic Affairs,2,AT&T Corp
01407Z,Aldata Solution Oyj,2,AT&T Corp
449130,Hynix Semiconductor Inc,2,AT&T Corp
653929,Nielsen Media Research Inc,2,AT&T Corp
01238J,Alibaba Group Holding Ltd,2,AT&T Corp
80560Y,Saxo Bank A/S,2,AT&T Corp
83997C,Shanhai Shenda Group Co Ltd,2,AT&T Corp
01720Z,Acrede,2,AT&T Corp
87406T,Takenaka Corp,2,AT&T Corp
00828X,African Rainbow Minerals Ltd,2,AT&T Corp
47660L,Jinni Media Ltd,2,AT&T Corp
91607C,UTH Russia,2,AT&T Corp
01150H,AgreeYa Solutions Inc,2,AT&T Corp
43341Q,Hitachi Consulting Corp,2,AT&T Corp
369604,GE,2,AT&T Corp
36069Q,GE Healthcare,2,AT&T Corp
J18807,GREE Inc,2,AT&T Corp
914906,Univision Communications Inc,2,AT&T Corp
62512M,Movideo Pty Ltd,2,AT&T Corp
109473,Brightpoint Inc,2,AT&T Corp
24138J,DMG Entertainment,2,AT&T Corp
067774,Barnes & Noble Inc,2,AT&T Corp
93561J,Twilio Inc,2,AT&T Corp
G7771K,Sage Group PLC,2,AT&T Corp
10926P,Bright House Networks LLC,2,AT&T Corp
88732J,Time Warner Cable Inc,2,AT&T Corp
224044,Cox Communications Inc,2,AT&T Corp
69161J,PPTV Online Television,2,AT&T Corp
25874M,DotNetNuke Corp,2,AT&T Corp
819882,Sharp Corp,2,AT&T Corp
29962V,EVault Inc,2,AT&T Corp
64110L,Netflix Inc,2,AT&T Corp
16117M,Charter Communications Inc,2,AT&T Corp
31770A,Financial Times Ltd,0,Financial Times Ltd
12498R,CBS MarketWatch,1,Financial Times Ltd
70504X,Pearson Internet Holdings BV,2,Financial Times Ltd
70504T,Pearson Overseas Holdings Ltd,2,Financial Times Ltd
70504X,Pearson Internet Holdings BV,1,Financial Times Ltd
70504T,Pearson Overseas Holdings Ltd,1,Financial Times Ltd
570619,MarketWatch.com Inc,1,Financial Times Ltd
40018D,Gruner + Jahr AG & Co KG,1,Financial Times Ltd
705015,Pearson PLC,2,Financial Times Ltd
74468A,PubliGroupe SA,2,Financial Times Ltd
95752R,WAZ Medien,2,Financial Times Ltd
29496J,ACNielsen eRatings.com,1,Financial Times Ltd
14433V,Carphone Warehouse Group PLC,1,Financial Times Ltd
607698,Modern Times Group MTG AB,1,Financial Times Ltd
111021,British Telecommunications PLC,2,Financial Times Ltd
91848X,Virgin Mobile Telecoms Ltd,2,Financial Times Ltd
62892R,Nordiska Satellit AB,2,Financial Times Ltd
88368Q,TheStreet.com Inc,2,Financial Times Ltd
98439E,Xinhua Finl News Network Ltd,2,Financial Times Ltd
00117Q,AFX News Ltd,2,Financial Times Ltd
98499W,Yahoo! Finance,1,Financial Times Ltd
08591V,Arvato AG,2,Financial Times Ltd
85038Q,Axel Springer Verlag AG,2,Financial Times Ltd
91797T,Virgin Mobile Holdings(UK)PLC,2,Financial Times Ltd
03799R,Apace Media PLC,2,Financial Times Ltd
09357T,blinkx PLC,1,Financial Times Ltd
89428P,Travelistics Inc,2,Financial Times Ltd
90029Q,Turning Point TV,2,Financial Times Ltd
75605L,RealNetworks Inc,2,Financial Times Ltd
45678T,InfoSpace Inc,2,Financial Times Ltd
88100W,Terra Networks SA,2,Financial Times Ltd
91752H,Utarget Ltd,2,Financial Times Ltd
13031W,CelebTV.com,2,Financial Times Ltd
44758J,International Phone Networks,2,Financial Times Ltd
25669M,Dogwoof Ltd,2,Financial Times Ltd
38181H,Gong Ltd,2,Financial Times Ltd
49446M,Kiplinger Washington Editors,2,Financial Times Ltd
75666R,Real Estate TV Ltd,2,Financial Times Ltd
46779V,ITN Source Inc,2,Financial Times Ltd
37622F,Ginx TV Entertainment Ltd,2,Financial Times Ltd
41029E,Handango,2,Financial Times Ltd
75474X,Radian6 Technologies Inc,2,Financial Times Ltd
58745V,MEN7 LLC,2,Financial Times Ltd
29009K,Elo Co,2,Financial Times Ltd
21228V,ConvoCast Inc,2,Financial Times Ltd
62991A,Norsk Rikskringkasting AS,2,Financial Times Ltd
87308E,TV2 AS,2,Financial Times Ltd
374276,Getty Images Inc,2,Financial Times Ltd
72811P,Players Network Inc,2,Financial Times Ltd
18586E,Clevver Media LLC,2,Financial Times Ltd
69629T,People.com,2,Financial Times Ltd
44255E,Howcast Media Inc,2,Financial Times Ltd
55434X,MyMovies.net Ltd,2,Financial Times Ltd
65209N,The Noise Network Pty Ltd,2,Financial Times Ltd
04160X,AnyClip,2,Financial Times Ltd
65210F,Newsy,2,Financial Times Ltd
38141G,Goldman Sachs Group Inc,0,Goldman Sachs Group Inc
501556,KYOCERA Corp,1,Goldman Sachs Group Inc
20346W,Communicator Inc,1,Goldman Sachs Group Inc
616880,JP Morgan & Co Inc,2,Goldman Sachs Group Inc
524908,Lehman Brothers Holdings Inc,2,Goldman Sachs Group Inc
590188,Merrill Lynch & Co Inc,2,Goldman Sachs Group Inc
617446,Morgan Stanley,2,Goldman Sachs Group Inc
79549B,Salomon Smith Barney Holdings,2,Goldman Sachs Group Inc
616880,JP Morgan & Co Inc,1,Goldman Sachs Group Inc
524908,Lehman Brothers Holdings Inc,1,Goldman Sachs Group Inc
590188,Merrill Lynch & Co Inc,1,Goldman Sachs Group Inc
617446,Morgan Stanley,1,Goldman Sachs Group Inc
79549B,Salomon Smith Barney Holdings,1,Goldman Sachs Group Inc
793774,Sakura Bank Ltd,2,Goldman Sachs Group Inc
835699,Sony Corp,2,Goldman Sachs Group Inc
285661,Electronic Data Systems Corp,2,Goldman Sachs Group Inc
40532D,Hakuto Co Ltd,2,Goldman Sachs Group Inc
68916N,Otsuka Shokai Co Ltd,2,Goldman Sachs Group Inc
16940E,CNPC,1,Goldman Sachs Group Inc
448415,Hutchison Whampoa Ltd,2,Goldman Sachs Group Inc
71646E,PetroChina Co Ltd,2,Goldman Sachs Group Inc
16965T,China Construction Bank Corp,1,Goldman Sachs Group Inc
05020N,BOC Intl Hldg Ltd,1,Goldman Sachs Group Inc
448415,Hutchison Whampoa Ltd,1,Goldman Sachs Group Inc
71646E,PetroChina Co Ltd,1,Goldman Sachs Group Inc
484602,KEPCO,2,Goldman Sachs Group Inc
50196Y,LG Electronics Inc,2,Goldman Sachs Group Inc
