source,target,sourceID,targetID,startDate,ego
491,6,749093,594918,01/30/07,AT&T Corp
492,6,00206R,594918,02/12/07,AT&T Corp
53,493,428236,30511V,02/13/07,AT&T Corp
494,258,683715,866810,02/15/07,AT&T Corp
459,258,45245A,866810,03/06/07,AT&T Corp
495,258,03812H,866810,03/08/07,AT&T Corp
6,496,594918,526250,03/13/07,AT&T Corp
6,164,594918,35958C,03/22/07,AT&T Corp
497,6,98498C,594918,05/01/07,AT&T Corp
498,6,24702R,594918,05/14/07,AT&T Corp
6,499,594918,17133Q,05/22/07,AT&T Corp
258,500,866810,07843A,05/23/07,AT&T Corp
6,501,594918,53609F,06/14/07,AT&T Corp
6,502,594918,82580J,06/18/07,AT&T Corp
6,503,594918,37520F,06/18/07,AT&T Corp
246,6,50313E,594918,06/27/07,AT&T Corp
504,373,75945T,G1150G,07/01/07,AT&T Corp
505,53,747906,428236,07/13/07,AT&T Corp
506,6,01254W,594918,07/18/07,AT&T Corp
507,6,44194N,594918,07/27/07,AT&T Corp
2,508,12686C,12613R,07/31/07,AT&T Corp
509,6,07554V,594918,08/21/07,AT&T Corp
510,6,30303M,594918,08/26/07,AT&T Corp
511,53,043634,428236,08/28/07,AT&T Corp
6,512,594918,82612E,09/07/07,AT&T Corp
513,6,45885A,594918,09/12/07,AT&T Corp
6,514,594918,49178Q,09/24/07,AT&T Corp
515,6,54157E,594918,10/02/07,AT&T Corp
6,516,594918,71721M,10/26/07,AT&T Corp
504,6,75945T,594918,11/05/07,AT&T Corp
517,53,92598R,428236,11/06/07,AT&T Corp
53,303,428236,756577,11/06/07,AT&T Corp
518,53,06189A,428236,12/06/07,AT&T Corp
4,519,87656V,29288F,12/10/07,AT&T Corp
6,520,594918,111320,01/07/08,AT&T Corp
6,521,594918,925843,01/15/08,AT&T Corp
6,522,594918,238216,01/23/08,AT&T Corp
6,523,594918,12919V,01/23/08,AT&T Corp
524,53,55506P,428236,01/25/08,AT&T Corp
258,525,866810,35923T,02/11/08,AT&T Corp
269,373,68389X,G1150G,02/12/08,AT&T Corp
258,526,866810,87002N,02/12/08,AT&T Corp
46,6,629050,594918,02/14/08,AT&T Corp
46,53,629050,428236,02/14/08,AT&T Corp
46,258,629050,866810,02/14/08,AT&T Corp
6,53,594918,428236,02/14/08,AT&T Corp
6,258,594918,866810,02/14/08,AT&T Corp
6,443,594918,268648,02/14/08,AT&T Corp
6,269,594918,68389X,02/14/08,AT&T Corp
6,345,594918,073325,02/14/08,AT&T Corp
53,258,428236,866810,02/14/08,AT&T Corp
53,443,428236,268648,02/14/08,AT&T Corp
53,269,428236,68389X,02/14/08,AT&T Corp
53,345,428236,073325,02/14/08,AT&T Corp
258,443,866810,268648,02/14/08,AT&T Corp
258,269,866810,68389X,02/14/08,AT&T Corp
258,345,866810,073325,02/14/08,AT&T Corp
4,527,87656V,097023,02/14/08,AT&T Corp
6,528,594918,78389C,02/25/08,AT&T Corp
6,74,594918,459200,02/26/08,AT&T Corp
6,529,594918,98545N,03/18/08,AT&T Corp
530,373,90945M,G1150G,04/08/08,AT&T Corp
6,531,594918,85286P,04/10/08,AT&T Corp
6,511,594918,043634,04/14/08,AT&T Corp
532,258,566219,866810,04/28/08,AT&T Corp
533,6,44918T,594918,05/06/08,AT&T Corp
534,258,48529X,866810,05/08/08,AT&T Corp
6,535,594918,443251,05/12/08,AT&T Corp
6,536,594918,07857P,05/14/08,AT&T Corp
53,537,428236,Y3002R,05/20/08,AT&T Corp
538,53,35195A,428236,05/22/08,AT&T Corp
539,189,47722J,254687,06/10/08,AT&T Corp
6,540,594918,99171Q,06/11/08,AT&T Corp
541,6,87981Z,594918,06/18/08,AT&T Corp
53,542,428236,87544R,06/18/08,AT&T Corp
53,418,428236,928563,06/22/08,AT&T Corp
6,543,594918,29133L,06/24/08,AT&T Corp
544,6,91732X,594918,06/24/08,AT&T Corp
545,6,26968K,594918,06/30/08,AT&T Corp
6,546,594918,77495C,07/07/08,AT&T Corp
547,6,607409,594918,07/09/08,AT&T Corp
6,548,594918,35981J,07/09/08,AT&T Corp
53,549,428236,835699,07/15/08,AT&T Corp
61,53,458140,428236,07/29/08,AT&T Corp
550,53,984332,428236,07/29/08,AT&T Corp
258,551,866810,05453N,08/05/08,AT&T Corp
552,258,09381J,866810,08/05/08,AT&T Corp
553,258,86939R,866810,09/02/08,AT&T Corp
554,6,46852Y,594918,09/09/08,AT&T Corp
555,6,282914,594918,09/18/08,AT&T Corp
556,53,68524C,428236,10/16/08,AT&T Corp
6,557,594918,12389Z,10/22/08,AT&T Corp
558,6,05844L,594918,11/03/08,AT&T Corp
53,559,428236,64118Q,11/11/08,AT&T Corp
560,189,58665H,254687,12/17/08,AT&T Corp
561,53,Y36861,428236,03/02/09,AT&T Corp
137,53,013904,428236,06/18/09,AT&T Corp
562,6,747277,594918,07/15/09,AT&T Corp
349,6,007903,594918,07/15/09,AT&T Corp
59,6,03662Q,594918,07/15/09,AT&T Corp
498,6,24702R,594918,07/15/09,AT&T Corp
563,6,27063Y,594918,07/29/09,AT&T Corp
564,53,86700L,428236,07/29/09,AT&T Corp
6,550,594918,984332,07/29/09,AT&T Corp
565,258,29065H,866810,07/30/09,AT&T Corp
6,238,594918,654902,08/13/09,AT&T Corp
566,6,48592R,594918,08/26/09,AT&T Corp
567,53,89132Z,428236,09/09/09,AT&T Corp
568,53,257867,428236,09/10/09,AT&T Corp
422,53,138006,428236,09/14/09,AT&T Corp
569,6,67066G,594918,09/28/09,AT&T Corp
570,6,60367Z,594918,10/26/09,AT&T Corp
571,6,01407Z,594918,05/04/10,AT&T Corp
170,189,78440P,254687,05/12/10,AT&T Corp
471,6,13891P,594918,05/20/10,AT&T Corp
53,137,428236,013904,05/24/10,AT&T Corp
572,53,449130,428236,09/01/10,AT&T Corp
573,6,653929,594918,09/21/10,AT&T Corp
574,6,01238J,594918,10/12/10,AT&T Corp
575,6,80560Y,594918,11/08/10,AT&T Corp
238,6,654902,594918,02/11/11,AT&T Corp
189,576,254687,83997C,04/08/11,AT&T Corp
53,577,428236,01720Z,05/18/11,AT&T Corp
483,6,056752,594918,05/26/11,AT&T Corp
53,382,428236,73172K,06/01/11,AT&T Corp
53,578,428236,87406T,07/28/11,AT&T Corp
579,4,00828X,87656V,09/03/11,AT&T Corp
579,4,00828X,87656V,09/03/11,AT&T Corp
6,580,594918,47660L,09/08/11,AT&T Corp
581,189,91607C,254687,10/27/11,AT&T Corp
6,582,594918,01150H,11/29/11,AT&T Corp
6,583,594918,43341Q,12/06/11,AT&T Corp
584,6,369604,594918,12/08/11,AT&T Corp
585,6,36069Q,594918,12/08/11,AT&T Corp
586,6,J18807,594918,12/20/11,AT&T Corp
189,587,254687,914906,02/07/12,AT&T Corp
6,588,594918,62512M,03/22/12,AT&T Corp
589,6,109473,594918,04/13/12,AT&T Corp
189,590,254687,24138J,04/16/12,AT&T Corp
591,6,067774,594918,05/01/12,AT&T Corp
592,6,93561J,594918,05/02/12,AT&T Corp
593,6,G7771K,594918,05/03/12,AT&T Corp
356,2,20030N,12686C,05/21/12,AT&T Corp
2,594,12686C,10926P,05/21/12,AT&T Corp
2,595,12686C,88732J,05/21/12,AT&T Corp
2,596,12686C,224044,05/21/12,AT&T Corp
6,597,594918,69161J,08/06/12,AT&T Corp
598,6,25874M,594918,10/11/12,AT&T Corp
349,6,007903,594918,10/29/12,AT&T Corp
599,6,819882,594918,10/29/12,AT&T Corp
353,6,037833,594918,10/29/12,AT&T Corp
343,6,38259P,594918,10/29/12,AT&T Corp
600,6,29962V,594918,10/30/12,AT&T Corp
601,189,64110L,254687,12/05/12,AT&T Corp
189,602,254687,16117M,12/31/12,AT&T Corp
1,0,12498R,31770A,01/06/00,Financial Times Ltd
1,2,12498R,70504X,01/06/00,Financial Times Ltd
1,3,12498R,70504T,01/06/00,Financial Times Ltd
0,4,31770A,70504X,01/06/00,Financial Times Ltd
0,5,31770A,70504T,01/06/00,Financial Times Ltd
4,5,70504X,70504T,01/06/00,Financial Times Ltd
0,6,31770A,570619,01/06/00,Financial Times Ltd
0,7,31770A,40018D,02/21/00,Financial Times Ltd
6,8,570619,705015,03/30/00,Financial Times Ltd
7,9,40018D,74468A,06/11/00,Financial Times Ltd
10,7,95752R,40018D,09/04/00,Financial Times Ltd
11,0,29496J,31770A,12/04/00,Financial Times Ltd
12,0,14433V,31770A,03/05/01,Financial Times Ltd
0,13,31770A,607698,03/20/01,Financial Times Ltd
14,12,111021,14433V,07/31/01,Financial Times Ltd
12,8,14433V,705015,07/31/01,Financial Times Ltd
12,15,14433V,91848X,10/05/01,Financial Times Ltd
16,13,62892R,607698,12/18/01,Financial Times Ltd
17,6,88368Q,570619,01/03/02,Financial Times Ltd
18,6,98439E,570619,01/09/03,Financial Times Ltd
19,6,00117Q,570619,01/09/03,Financial Times Ltd
0,20,31770A,98499W,10/03/03,Financial Times Ltd
21,7,08591V,40018D,05/02/04,Financial Times Ltd
7,22,40018D,85038Q,05/02/04,Financial Times Ltd
23,12,91797T,14433V,04/03/06,Financial Times Ltd
24,13,03799R,607698,02/16/07,Financial Times Ltd
0,25,31770A,09357T,03/21/07,Financial Times Ltd
25,26,09357T,89428P,05/22/07,Financial Times Ltd
25,27,09357T,90029Q,06/14/07,Financial Times Ltd
25,28,09357T,75605L,06/25/07,Financial Times Ltd
25,29,09357T,45678T,06/25/07,Financial Times Ltd
30,25,88100W,09357T,06/25/07,Financial Times Ltd
25,31,09357T,91752H,09/13/07,Financial Times Ltd
25,32,09357T,13031W,10/01/07,Financial Times Ltd
25,33,09357T,44758J,10/08/07,Financial Times Ltd
25,34,09357T,25669M,10/22/07,Financial Times Ltd
25,35,09357T,38181H,11/02/07,Financial Times Ltd
25,36,09357T,49446M,11/21/07,Financial Times Ltd
25,37,09357T,75666R,01/02/08,Financial Times Ltd
25,38,09357T,46779V,01/08/08,Financial Times Ltd
25,39,09357T,37622F,03/12/08,Financial Times Ltd
40,12,41029E,14433V,03/17/08,Financial Times Ltd
25,41,09357T,75474X,06/03/08,Financial Times Ltd
25,42,09357T,58745V,06/20/08,Financial Times Ltd
25,43,09357T,29009K,07/16/08,Financial Times Ltd
25,44,09357T,21228V,08/12/08,Financial Times Ltd
45,13,62991A,607698,08/15/08,Financial Times Ltd
46,13,87308E,607698,08/15/08,Financial Times Ltd
25,47,09357T,374276,08/27/08,Financial Times Ltd
48,25,72811P,09357T,10/15/08,Financial Times Ltd
25,49,09357T,18586E,11/04/08,Financial Times Ltd
25,50,09357T,69629T,11/10/08,Financial Times Ltd
25,51,09357T,44255E,11/19/08,Financial Times Ltd
25,52,09357T,55434X,01/13/09,Financial Times Ltd
25,53,09357T,65209N,03/14/12,Financial Times Ltd
25,54,09357T,04160X,05/09/12,Financial Times Ltd
25,55,09357T,65210F,06/20/12,Financial Times Ltd
25,36,09357T,49446M,08/01/12,Financial Times Ltd
0,1,38141G,501556,01/07/00,Goldman Sachs Group Inc
2,0,20346W,38141G,03/13/00,Goldman Sachs Group Inc
2,3,20346W,616880,03/13/00,Goldman Sachs Group Inc
2,4,20346W,524908,03/13/00,Goldman Sachs Group Inc
2,5,20346W,590188,03/13/00,Goldman Sachs Group Inc
2,6,20346W,617446,03/13/00,Goldman Sachs Group Inc
2,7,20346W,79549B,03/13/00,Goldman Sachs Group Inc
0,8,38141G,616880,03/13/00,Goldman Sachs Group Inc
0,9,38141G,524908,03/13/00,Goldman Sachs Group Inc
0,10,38141G,590188,03/13/00,Goldman Sachs Group Inc
0,11,38141G,617446,03/13/00,Goldman Sachs Group Inc
0,12,38141G,79549B,03/13/00,Goldman Sachs Group Inc
8,9,616880,524908,03/13/00,Goldman Sachs Group Inc
8,10,616880,590188,03/13/00,Goldman Sachs Group Inc
8,11,616880,617446,03/13/00,Goldman Sachs Group Inc
8,12,616880,79549B,03/13/00,Goldman Sachs Group Inc
9,10,524908,590188,03/13/00,Goldman Sachs Group Inc
9,11,524908,617446,03/13/00,Goldman Sachs Group Inc
9,12,524908,79549B,03/13/00,Goldman Sachs Group Inc
10,11,590188,617446,03/13/00,Goldman Sachs Group Inc
10,12,590188,79549B,03/13/00,Goldman Sachs Group Inc
11,12,617446,79549B,03/13/00,Goldman Sachs Group Inc
8,13,616880,793774,03/30/00,Goldman Sachs Group Inc
8,14,616880,835699,03/30/00,Goldman Sachs Group Inc
8,15,616880,285661,03/31/00,Goldman Sachs Group Inc
16,1,40532D,501556,05/18/00,Goldman Sachs Group Inc
1,17,501556,68916N,05/18/00,Goldman Sachs Group Inc
18,0,16940E,38141G,08/23/00,Goldman Sachs Group Inc
18,19,16940E,448415,08/23/00,Goldman Sachs Group Inc
18,20,16940E,71646E,08/23/00,Goldman Sachs Group Inc
21,0,16965T,38141G,08/23/00,Goldman Sachs Group Inc
21,19,16965T,448415,08/23/00,Goldman Sachs Group Inc
21,20,16965T,71646E,08/23/00,Goldman Sachs Group Inc
22,0,05020N,38141G,08/23/00,Goldman Sachs Group Inc
22,19,05020N,448415,08/23/00,Goldman Sachs Group Inc
22,20,05020N,71646E,08/23/00,Goldman Sachs Group Inc
0,23,38141G,448415,08/23/00,Goldman Sachs Group Inc
0,24,38141G,71646E,08/23/00,Goldman Sachs Group Inc
23,24,448415,71646E,08/23/00,Goldman Sachs Group Inc
25,11,484602,617446,08/29/00,Goldman Sachs Group Inc
26,11,50196Y,617446,09/06/00,Goldman Sachs Group Inc
27,11,891493,617446,09/06/00,Goldman Sachs Group Inc
28,11,549463,617446,09/06/00,Goldman Sachs Group Inc
29,11,433578,617446,09/06/00,Goldman Sachs Group Inc
30,11,00442B,617446,09/06/00,Goldman Sachs Group Inc
31,10,294821,590188,09/07/00,Goldman Sachs Group Inc
32,10,46145Y,590188,09/07/00,Goldman Sachs Group Inc
33,10,45650Q,590188,09/07/00,Goldman Sachs Group Inc
34,1,J12075,501556,09/25/00,Goldman Sachs Group Inc
35,1,23559R,501556,09/25/00,Goldman Sachs Group Inc
1,36,501556,892331,09/25/00,Goldman Sachs Group Inc
37,23,89021M,448415,10/08/00,Goldman Sachs Group Inc
38,23,07739F,448415,10/08/00,Goldman Sachs Group Inc
39,10,055472,590188,10/25/00,Goldman Sachs Group Inc
40,11,000937,617446,10/26/00,Goldman Sachs Group Inc
41,11,05699R,617446,10/26/00,Goldman Sachs Group Inc
42,11,06743F,617446,10/26/00,Goldman Sachs Group Inc
43,11,251525,617446,10/26/00,Goldman Sachs Group Inc
44,11,251542,617446,10/26/00,Goldman Sachs Group Inc
45,11,261561,617446,10/26/00,Goldman Sachs Group Inc
11,46,617446,90296J,10/26/00,Goldman Sachs Group Inc
21,47,16965T,16945R,10/27/00,Goldman Sachs Group Inc
48,10,20557R,590188,11/15/00,Goldman Sachs Group Inc
49,11,22011A,617446,12/04/00,Goldman Sachs Group Inc
50,11,251566,617446,12/04/00,Goldman Sachs Group Inc
12,51,79549B,53355H,12/21/00,Goldman Sachs Group Inc
52,1,71950W,501556,12/27/00,Goldman Sachs Group Inc
53,1,J59399,501556,12/27/00,Goldman Sachs Group Inc
1,54,501556,12416L,12/27/00,Goldman Sachs Group Inc
1,55,501556,J89322,12/27/00,Goldman Sachs Group Inc
23,56,448415,43320P,04/17/01,Goldman Sachs Group Inc
57,23,44840V,448415,04/18/01,Goldman Sachs Group Inc
23,58,448415,879278,04/18/01,Goldman Sachs Group Inc
58,23,879278,448415,05/10/01,Goldman Sachs Group Inc
23,57,448415,44840V,05/10/01,Goldman Sachs Group Inc
59,23,65434K,448415,06/08/01,Goldman Sachs Group Inc
60,23,29667T,448415,06/12/01,Goldman Sachs Group Inc
61,23,50082Y,448415,06/12/01,Goldman Sachs Group Inc
62,1,606776,501556,07/10/01,Goldman Sachs Group Inc
23,63,448415,81921H,08/08/01,Goldman Sachs Group Inc
64,23,82003T,448415,08/08/01,Goldman Sachs Group Inc
1,65,501556,99025Q,09/22/01,Goldman Sachs Group Inc
66,9,29791P,524908,10/17/01,Goldman Sachs Group Inc
38,23,07739F,448415,10/24/01,Goldman Sachs Group Inc
23,67,448415,07763K,10/24/01,Goldman Sachs Group Inc
68,21,26942V,16965T,11/28/01,Goldman Sachs Group Inc
21,69,16965T,49566A,02/15/02,Goldman Sachs Group Inc
70,11,26968K,617446,03/06/02,Goldman Sachs Group Inc
71,10,675746,590188,03/28/02,Goldman Sachs Group Inc
23,72,448415,72427T,05/03/02,Goldman Sachs Group Inc
23,73,448415,74800N,05/03/02,Goldman Sachs Group Inc
74,11,05781K,617446,10/29/02,Goldman Sachs Group Inc
1,75,501556,88666R,05/06/03,Goldman Sachs Group Inc
76,1,171263,501556,07/10/03,Goldman Sachs Group Inc
36,1,892331,501556,07/10/03,Goldman Sachs Group Inc
77,1,606793,501556,07/10/03,Goldman Sachs Group Inc
1,78,501556,62909E,07/10/03,Goldman Sachs Group Inc
1,79,501556,63018W,07/10/03,Goldman Sachs Group Inc
1,80,501556,47141X,07/10/03,Goldman Sachs Group Inc
1,81,501556,00871H,07/10/03,Goldman Sachs Group Inc
1,82,501556,47141Y,07/10/03,Goldman Sachs Group Inc
83,23,89029W,448415,12/03/03,Goldman Sachs Group Inc
84,10,94691Q,590188,01/22/04,Goldman Sachs Group Inc
85,1,499890,501556,04/28/04,Goldman Sachs Group Inc
10,86,590188,12418J,07/07/04,Goldman Sachs Group Inc
87,23,166744,448415,12/17/04,Goldman Sachs Group Inc
87,23,166744,448415,11/29/05,Goldman Sachs Group Inc
88,18,82626M,16940E,03/17/06,Goldman Sachs Group Inc
89,10,46145F,590188,04/03/06,Goldman Sachs Group Inc
10,90,590188,73349C,09/18/06,Goldman Sachs Group Inc
91,11,87038F,617446,12/20/06,Goldman Sachs Group Inc
92,1,50313E,501556,09/18/07,Goldman Sachs Group Inc
93,1,458140,501556,09/18/07,Goldman Sachs Group Inc
94,1,27319Q,501556,09/18/07,Goldman Sachs Group Inc
1,95,501556,234064,09/18/07,Goldman Sachs Group Inc
1,96,501556,606822,09/18/07,Goldman Sachs Group Inc
10,97,590188,89218M,10/02/07,Goldman Sachs Group Inc
98,0,99155J,38141G,12/17/07,Goldman Sachs Group Inc
99,9,54210V,524908,06/26/08,Goldman Sachs Group Inc
100,11,48389V,617446,09/16/09,Goldman Sachs Group Inc
101,11,47961E,617446,11/30/10,Goldman Sachs Group Inc
102,11,81951F,617446,11/30/10,Goldman Sachs Group Inc
103,24,03827K,71646E,03/20/11,Goldman Sachs Group Inc
11,104,617446,40147J,05/26/11,Goldman Sachs Group Inc
0,1,345370,984332,01/09/00,Ford Motor Co
2,1,83488W,984332,01/14/00,Ford Motor Co
3,1,640933,984332,01/27/00,Ford Motor Co
4,1,16867R,984332,02/03/00,Ford Motor Co
5,1,796050,984332,02/22/00,Ford Motor Co
0,6,345370,68389X,02/23/00,Ford Motor Co
6,7,68389X,620076,02/23/00,Ford Motor Co
6,8,68389X,023135,02/23/00,Ford Motor Co
6,9,68389X,92219Q,02/23/00,Ford Motor Co
0,10,345370,89627E,02/24/00,Ford Motor Co
11,0,370442,345370,02/25/00,Ford Motor Co
11,12,370442,D1668R,02/25/00,Ford Motor Co
11,13,370442,759673,02/25/00,Ford Motor Co
11,14,370442,654743,02/25/00,Ford Motor Co
11,15,370442,200693,02/25/00,Ford Motor Co
11,6,370442,68389X,02/25/00,Ford Motor Co
0,16,345370,D1668R,02/25/00,Ford Motor Co
0,17,345370,759673,02/25/00,Ford Motor Co
0,18,345370,654743,02/25/00,Ford Motor Co
0,19,345370,200693,02/25/00,Ford Motor Co
0,6,345370,68389X,02/25/00,Ford Motor Co
16,17,D1668R,759673,02/25/00,Ford Motor Co
16,18,D1668R,654743,02/25/00,Ford Motor Co
16,19,D1668R,200693,02/25/00,Ford Motor Co
16,6,D1668R,68389X,02/25/00,Ford Motor Co
17,18,759673,654743,02/25/00,Ford Motor Co
17,19,759673,200693,02/25/00,Ford Motor Co
17,6,759673,68389X,02/25/00,Ford Motor Co
18,19,654743,200693,02/25/00,Ford Motor Co
18,6,654743,68389X,02/25/00,Ford Motor Co
19,6,200693,68389X,02/25/00,Ford Motor Co
20,1,24270Y,984332,02/25/00,Ford Motor Co
21,6,812387,68389X,02/28/00,Ford Motor Co
22,6,14442Q,68389X,02/28/00,Ford Motor Co
0,23,345370,578785,02/29/00,Ford Motor Co
0,24,345370,928856,02/29/00,Ford Motor Co
23,24,578785,928856,02/29/00,Ford Motor Co
25,16,803054,D1668R,03/01/00,Ford Motor Co
26,19,464899,200693,03/02/00,Ford Motor Co
27,19,04516V,200693,03/06/00,Ford Motor Co
6,7,68389X,620076,03/06/00,Ford Motor Co
17,28,759673,79604T,03/07/00,Ford Motor Co
29,6,166751,68389X,03/08/00,Ford Motor Co
30,6,58176Q,68389X,03/08/00,Ford Motor Co
31,11,315621,370442,03/14/00,Ford Motor Co
32,6,126828,68389X,03/14/00,Ford Motor Co
0,33,345370,852061,03/15/00,Ford Motor Co
19,34,200693,07739F,03/15/00,Ford Motor Co
19,35,200693,45048Y,03/15/00,Ford Motor Co
19,36,200693,47131T,03/15/00,Ford Motor Co
19,37,200693,64889R,03/15/00,Ford Motor Co
19,38,200693,86729P,03/15/00,Ford Motor Co
19,39,200693,87080Y,03/15/00,Ford Motor Co
19,40,200693,14584X,03/15/00,Ford Motor Co
41,11,594918,370442,03/16/00,Ford Motor Co
42,11,313388,370442,03/16/00,Ford Motor Co
43,11,16161A,370442,03/16/00,Ford Motor Co
44,11,949746,370442,03/16/00,Ford Motor Co
11,31,370442,315621,03/20/00,Ford Motor Co
45,6,526057,68389X,03/22/00,Ford Motor Co
46,6,486168,68389X,03/22/00,Ford Motor Co
47,6,152312,68389X,03/22/00,Ford Motor Co
48,6,23331A,68389X,03/22/00,Ford Motor Co
49,6,745867,68389X,03/22/00,Ford Motor Co
50,1,713448,984332,03/23/00,Ford Motor Co
51,6,44858L,68389X,03/27/00,Ford Motor Co
52,1,82568P,984332,03/28/00,Ford Motor Co
53,16,351777,D1668R,04/10/00,Ford Motor Co
54,16,50706Z,D1668R,04/10/00,Ford Motor Co
55,16,83397Z,D1668R,04/10/00,Ford Motor Co
56,19,Y52764,200693,04/10/00,Ford Motor Co
57,19,50195P,200693,04/10/00,Ford Motor Co
58,19,23340Z,200693,04/10/00,Ford Motor Co
59,19,50300V,200693,04/10/00,Ford Motor Co
60,19,20507V,200693,04/10/00,Ford Motor Co
61,19,79603K,200693,04/10/00,Ford Motor Co
62,6,26361H,68389X,04/15/00,Ford Motor Co
63,6,88985C,68389X,04/17/00,Ford Motor Co
11,64,370442,465254,04/20/00,Ford Motor Co
11,65,370442,J78529,04/20/00,Ford Motor Co
11,66,370442,359556,04/20/00,Ford Motor Co
16,67,D1668R,19074Q,05/03/00,Ford Motor Co
18,68,654743,47110H,05/12/00,Ford Motor Co
69,6,433578,68389X,05/16/00,Ford Motor Co
70,6,62855J,68389X,05/16/00,Ford Motor Co
71,11,761695,370442,05/16/00,Ford Motor Co
72,6,483111,68389X,05/17/00,Ford Motor Co
73,6,82455E,68389X,05/17/00,Ford Motor Co
74,6,874018,68389X,05/17/00,Ford Motor Co
75,6,62942Q,68389X,05/17/00,Ford Motor Co
76,6,67420F,68389X,05/17/00,Ford Motor Co
77,6,87406T,68389X,05/17/00,Ford Motor Co
78,0,88906Y,345370,05/18/00,Ford Motor Co
79,6,923436,68389X,05/22/00,Ford Motor Co
6,80,68389X,866810,05/22/00,Ford Motor Co
11,81,370442,37607F,05/22/00,Ford Motor Co
82,11,438128,370442,05/24/00,Ford Motor Co
83,6,901314,68389X,06/06/00,Ford Motor Co
84,6,1008ZS,68389X,06/06/00,Ford Motor Co
6,85,68389X,62962J,06/06/00,Ford Motor Co
25,19,803054,200693,06/14/00,Ford Motor Co
19,86,200693,606769,07/03/00,Ford Motor Co
0,87,345370,404429,07/03/00,Ford Motor Co
88,23,86562Q,578785,07/14/00,Ford Motor Co
89,11,46525V,370442,07/18/00,Ford Motor Co
0,90,345370,747525,08/01/00,Ford Motor Co
11,91,370442,30231G,08/11/00,Ford Motor Co
19,92,200693,J57891,08/18/00,Ford Motor Co
19,93,200693,82923F,08/18/00,Ford Motor Co
19,94,200693,Y1466W,08/18/00,Ford Motor Co
23,95,578785,83569K,08/24/00,Ford Motor Co
23,96,578785,98144F,08/24/00,Ford Motor Co
11,65,370442,J78529,08/30/00,Ford Motor Co
6,97,68389X,60367G,09/13/00,Ford Motor Co
64,11,465254,370442,09/18/00,Ford Motor Co
19,98,200693,68368J,09/19/00,Ford Motor Co
82,11,438128,370442,09/28/00,Ford Motor Co
1,99,984332,63613I,10/03/00,Ford Motor Co
100,6,31545F,68389X,10/03/00,Ford Motor Co
11,101,370442,09185V,10/03/00,Ford Motor Co
102,19,859205,200693,10/04/00,Ford Motor Co
19,103,200693,29416R,10/04/00,Ford Motor Co
23,0,578785,345370,10/17/00,Ford Motor Co
19,104,200693,233804,10/17/00,Ford Motor Co
19,105,200693,359552,10/17/00,Ford Motor Co
19,106,200693,456033,10/17/00,Ford Motor Co
19,25,200693,803054,10/17/00,Ford Motor Co
19,41,200693,594918,10/17/00,Ford Motor Co
19,107,200693,12416L,10/17/00,Ford Motor Co
6,108,68389X,699173,10/17/00,Ford Motor Co
109,11,87880N,370442,10/20/00,Ford Motor Co
110,1,65468K,984332,10/23/00,Ford Motor Co
111,18,606793,654743,10/23/00,Ford Motor Co
19,112,200693,251566,10/23/00,Ford Motor Co
19,113,200693,83329J,10/23/00,Ford Motor Co
11,114,370442,81924X,10/24/00,Ford Motor Co
115,1,69285X,984332,10/24/00,Ford Motor Co
1,116,984332,46271L,10/24/00,Ford Motor Co
1,117,984332,25265Q,10/24/00,Ford Motor Co
6,118,68389X,013904,10/24/00,Ford Motor Co
111,16,606793,D1668R,11/07/00,Ford Motor Co
119,16,J44131,D1668R,11/07/00,Ford Motor Co
120,6,17041P,68389X,11/10/00,Ford Motor Co
121,6,459200,68389X,11/10/00,Ford Motor Co
122,6,17275R,68389X,11/10/00,Ford Motor Co
6,123,68389X,91221Y,11/10/00,Ford Motor Co
124,6,45940F,68389X,11/13/00,Ford Motor Co
6,125,68389X,172967,11/14/00,Ford Motor Co
6,126,68389X,896682,11/29/00,Ford Motor Co
19,127,200693,64094Y,12/04/00,Ford Motor Co
128,16,87252Y,D1668R,12/05/00,Ford Motor Co
129,16,46432X,D1668R,12/06/00,Ford Motor Co
130,0,077852,345370,12/07/00,Ford Motor Co
130,16,077852,D1668R,12/07/00,Ford Motor Co
130,11,077852,370442,12/07/00,Ford Motor Co
0,16,345370,D1668R,12/07/00,Ford Motor Co
0,11,345370,370442,12/07/00,Ford Motor Co
16,11,D1668R,370442,12/07/00,Ford Motor Co
131,11,20923H,370442,12/13/00,Ford Motor Co
90,132,747525,41172R,12/13/00,Ford Motor Co
133,11,278642,370442,12/15/00,Ford Motor Co
11,134,370442,38057N,12/15/00,Ford Motor Co
135,6,545735,68389X,12/20/00,Ford Motor Co
136,11,892331,370442,01/08/01,Ford Motor Co
130,137,077852,45790E,01/16/01,Ford Motor Co
1,138,984332,G1150G,02/05/01,Ford Motor Co
139,6,20547R,68389X,02/15/01,Ford Motor Co
66,11,359556,370442,02/20/01,Ford Motor Co
11,140,370442,05275N,02/22/01,Ford Motor Co
141,19,64160X,200693,02/23/01,Ford Motor Co
142,1,00184A,984332,02/25/01,Ford Motor Co
1,143,984332,835699,02/25/01,Ford Motor Co
1,144,984332,59493Z,02/25/01,Ford Motor Co
1,145,984332,92851S,02/25/01,Ford Motor Co
19,146,200693,16919K,02/26/01,Ford Motor Co
147,11,05453R,370442,03/01/01,Ford Motor Co
11,148,370442,29890L,03/01/01,Ford Motor Co
66,11,359556,370442,03/06/01,Ford Motor Co
64,11,465254,370442,03/06/01,Ford Motor Co
