size,startDate,ego,id
32,06/25/07,Financial Times Ltd,31770A
33,09/13/07,Financial Times Ltd,31770A
34,10/01/07,Financial Times Ltd,31770A
35,10/08/07,Financial Times Ltd,31770A
36,10/22/07,Financial Times Ltd,31770A
37,11/02/07,Financial Times Ltd,31770A
38,11/21/07,Financial Times Ltd,31770A
39,01/02/08,Financial Times Ltd,31770A
40,01/08/08,Financial Times Ltd,31770A
41,03/12/08,Financial Times Ltd,31770A
42,03/17/08,Financial Times Ltd,31770A
43,06/03/08,Financial Times Ltd,31770A
44,06/20/08,Financial Times Ltd,31770A
45,07/16/08,Financial Times Ltd,31770A
46,08/12/08,Financial Times Ltd,31770A
47,08/15/08,Financial Times Ltd,31770A
48,08/15/08,Financial Times Ltd,31770A
49,08/27/08,Financial Times Ltd,31770A
50,10/15/08,Financial Times Ltd,31770A
51,11/04/08,Financial Times Ltd,31770A
52,11/10/08,Financial Times Ltd,31770A
53,11/19/08,Financial Times Ltd,31770A
54,01/13/09,Financial Times Ltd,31770A
55,03/14/12,Financial Times Ltd,31770A
56,05/09/12,Financial Times Ltd,31770A
57,06/20/12,Financial Times Ltd,31770A
58,08/01/12,Financial Times Ltd,31770A
1,01/07/00,Goldman Sachs Group Inc,38141G
2,03/13/00,Goldman Sachs Group Inc,38141G
3,03/13/00,Goldman Sachs Group Inc,38141G
4,03/13/00,Goldman Sachs Group Inc,38141G
5,03/13/00,Goldman Sachs Group Inc,38141G
6,03/13/00,Goldman Sachs Group Inc,38141G
7,03/13/00,Goldman Sachs Group Inc,38141G
8,03/13/00,Goldman Sachs Group Inc,38141G
9,03/13/00,Goldman Sachs Group Inc,38141G
10,03/13/00,Goldman Sachs Group Inc,38141G
11,03/13/00,Goldman Sachs Group Inc,38141G
12,03/13/00,Goldman Sachs Group Inc,38141G
13,03/13/00,Goldman Sachs Group Inc,38141G
14,03/13/00,Goldman Sachs Group Inc,38141G
15,03/13/00,Goldman Sachs Group Inc,38141G
16,03/13/00,Goldman Sachs Group Inc,38141G
17,03/13/00,Goldman Sachs Group Inc,38141G
18,03/13/00,Goldman Sachs Group Inc,38141G
19,03/13/00,Goldman Sachs Group Inc,38141G
20,03/13/00,Goldman Sachs Group Inc,38141G
21,03/13/00,Goldman Sachs Group Inc,38141G
22,03/13/00,Goldman Sachs Group Inc,38141G
23,03/30/00,Goldman Sachs Group Inc,38141G
24,03/30/00,Goldman Sachs Group Inc,38141G
25,03/31/00,Goldman Sachs Group Inc,38141G
26,05/18/00,Goldman Sachs Group Inc,38141G
27,05/18/00,Goldman Sachs Group Inc,38141G
28,08/23/00,Goldman Sachs Group Inc,38141G
29,08/23/00,Goldman Sachs Group Inc,38141G
30,08/23/00,Goldman Sachs Group Inc,38141G
31,08/23/00,Goldman Sachs Group Inc,38141G
32,08/23/00,Goldman Sachs Group Inc,38141G
33,08/23/00,Goldman Sachs Group Inc,38141G
34,08/23/00,Goldman Sachs Group Inc,38141G
35,08/23/00,Goldman Sachs Group Inc,38141G
36,08/23/00,Goldman Sachs Group Inc,38141G
37,08/23/00,Goldman Sachs Group Inc,38141G
38,08/23/00,Goldman Sachs Group Inc,38141G
39,08/23/00,Goldman Sachs Group Inc,38141G
40,08/29/00,Goldman Sachs Group Inc,38141G
41,09/06/00,Goldman Sachs Group Inc,38141G
42,09/06/00,Goldman Sachs Group Inc,38141G
43,09/06/00,Goldman Sachs Group Inc,38141G
44,09/06/00,Goldman Sachs Group Inc,38141G
45,09/06/00,Goldman Sachs Group Inc,38141G
46,09/07/00,Goldman Sachs Group Inc,38141G
47,09/07/00,Goldman Sachs Group Inc,38141G
48,09/07/00,Goldman Sachs Group Inc,38141G
49,09/25/00,Goldman Sachs Group Inc,38141G
50,09/25/00,Goldman Sachs Group Inc,38141G
51,09/25/00,Goldman Sachs Group Inc,38141G
52,10/08/00,Goldman Sachs Group Inc,38141G
53,10/08/00,Goldman Sachs Group Inc,38141G
54,10/25/00,Goldman Sachs Group Inc,38141G
55,10/26/00,Goldman Sachs Group Inc,38141G
56,10/26/00,Goldman Sachs Group Inc,38141G
57,10/26/00,Goldman Sachs Group Inc,38141G
58,10/26/00,Goldman Sachs Group Inc,38141G
59,10/26/00,Goldman Sachs Group Inc,38141G
60,10/26/00,Goldman Sachs Group Inc,38141G
61,10/26/00,Goldman Sachs Group Inc,38141G
62,10/27/00,Goldman Sachs Group Inc,38141G
63,11/15/00,Goldman Sachs Group Inc,38141G
64,12/04/00,Goldman Sachs Group Inc,38141G
65,12/04/00,Goldman Sachs Group Inc,38141G
66,12/21/00,Goldman Sachs Group Inc,38141G
67,12/27/00,Goldman Sachs Group Inc,38141G
68,12/27/00,Goldman Sachs Group Inc,38141G
69,12/27/00,Goldman Sachs Group Inc,38141G
70,12/27/00,Goldman Sachs Group Inc,38141G
71,04/17/01,Goldman Sachs Group Inc,38141G
72,04/18/01,Goldman Sachs Group Inc,38141G
73,04/18/01,Goldman Sachs Group Inc,38141G
74,05/10/01,Goldman Sachs Group Inc,38141G
75,05/10/01,Goldman Sachs Group Inc,38141G
76,06/08/01,Goldman Sachs Group Inc,38141G
77,06/12/01,Goldman Sachs Group Inc,38141G
78,06/12/01,Goldman Sachs Group Inc,38141G
79,07/10/01,Goldman Sachs Group Inc,38141G
80,08/08/01,Goldman Sachs Group Inc,38141G
81,08/08/01,Goldman Sachs Group Inc,38141G
82,09/22/01,Goldman Sachs Group Inc,38141G
83,10/17/01,Goldman Sachs Group Inc,38141G
84,10/24/01,Goldman Sachs Group Inc,38141G
85,10/24/01,Goldman Sachs Group Inc,38141G
86,11/28/01,Goldman Sachs Group Inc,38141G
87,02/15/02,Goldman Sachs Group Inc,38141G
88,03/06/02,Goldman Sachs Group Inc,38141G
89,03/28/02,Goldman Sachs Group Inc,38141G
90,05/03/02,Goldman Sachs Group Inc,38141G
91,05/03/02,Goldman Sachs Group Inc,38141G
92,10/29/02,Goldman Sachs Group Inc,38141G
93,05/06/03,Goldman Sachs Group Inc,38141G
94,07/10/03,Goldman Sachs Group Inc,38141G
95,07/10/03,Goldman Sachs Group Inc,38141G
96,07/10/03,Goldman Sachs Group Inc,38141G
97,07/10/03,Goldman Sachs Group Inc,38141G
98,07/10/03,Goldman Sachs Group Inc,38141G
99,07/10/03,Goldman Sachs Group Inc,38141G
100,07/10/03,Goldman Sachs Group Inc,38141G
101,07/10/03,Goldman Sachs Group Inc,38141G
102,12/03/03,Goldman Sachs Group Inc,38141G
103,01/22/04,Goldman Sachs Group Inc,38141G
104,04/28/04,Goldman Sachs Group Inc,38141G
105,07/07/04,Goldman Sachs Group Inc,38141G
106,12/17/04,Goldman Sachs Group Inc,38141G
107,11/29/05,Goldman Sachs Group Inc,38141G
108,03/17/06,Goldman Sachs Group Inc,38141G
109,04/03/06,Goldman Sachs Group Inc,38141G
110,09/18/06,Goldman Sachs Group Inc,38141G
111,12/20/06,Goldman Sachs Group Inc,38141G
112,09/18/07,Goldman Sachs Group Inc,38141G
113,09/18/07,Goldman Sachs Group Inc,38141G
114,09/18/07,Goldman Sachs Group Inc,38141G
115,09/18/07,Goldman Sachs Group Inc,38141G
116,09/18/07,Goldman Sachs Group Inc,38141G
117,10/02/07,Goldman Sachs Group Inc,38141G
118,12/17/07,Goldman Sachs Group Inc,38141G
119,06/26/08,Goldman Sachs Group Inc,38141G
120,09/16/09,Goldman Sachs Group Inc,38141G
121,11/30/10,Goldman Sachs Group Inc,38141G
122,11/30/10,Goldman Sachs Group Inc,38141G
123,03/20/11,Goldman Sachs Group Inc,38141G
124,05/26/11,Goldman Sachs Group Inc,38141G
1,01/09/00,Ford Motor Co,345370
2,01/14/00,Ford Motor Co,345370
3,01/27/00,Ford Motor Co,345370
4,02/03/00,Ford Motor Co,345370
5,02/22/00,Ford Motor Co,345370
6,02/23/00,Ford Motor Co,345370
7,02/23/00,Ford Motor Co,345370
8,02/23/00,Ford Motor Co,345370
9,02/23/00,Ford Motor Co,345370
10,02/24/00,Ford Motor Co,345370
11,02/25/00,Ford Motor Co,345370
12,02/25/00,Ford Motor Co,345370
13,02/25/00,Ford Motor Co,345370
14,02/25/00,Ford Motor Co,345370
15,02/25/00,Ford Motor Co,345370
16,02/25/00,Ford Motor Co,345370
17,02/25/00,Ford Motor Co,345370
18,02/25/00,Ford Motor Co,345370
19,02/25/00,Ford Motor Co,345370
20,02/25/00,Ford Motor Co,345370
21,02/25/00,Ford Motor Co,345370
22,02/25/00,Ford Motor Co,345370
23,02/25/00,Ford Motor Co,345370
24,02/25/00,Ford Motor Co,345370
25,02/25/00,Ford Motor Co,345370
26,02/25/00,Ford Motor Co,345370
27,02/25/00,Ford Motor Co,345370
28,02/25/00,Ford Motor Co,345370
29,02/25/00,Ford Motor Co,345370
30,02/25/00,Ford Motor Co,345370
31,02/25/00,Ford Motor Co,345370
32,02/25/00,Ford Motor Co,345370
33,02/28/00,Ford Motor Co,345370
34,02/28/00,Ford Motor Co,345370
35,02/29/00,Ford Motor Co,345370
36,02/29/00,Ford Motor Co,345370
37,02/29/00,Ford Motor Co,345370
38,03/01/00,Ford Motor Co,345370
39,03/02/00,Ford Motor Co,345370
40,03/06/00,Ford Motor Co,345370
41,03/06/00,Ford Motor Co,345370
42,03/07/00,Ford Motor Co,345370
43,03/08/00,Ford Motor Co,345370
44,03/08/00,Ford Motor Co,345370
45,03/14/00,Ford Motor Co,345370
46,03/14/00,Ford Motor Co,345370
47,03/15/00,Ford Motor Co,345370
48,03/15/00,Ford Motor Co,345370
49,03/15/00,Ford Motor Co,345370
50,03/15/00,Ford Motor Co,345370
51,03/15/00,Ford Motor Co,345370
52,03/15/00,Ford Motor Co,345370
53,03/15/00,Ford Motor Co,345370
54,03/15/00,Ford Motor Co,345370
55,03/16/00,Ford Motor Co,345370
56,03/16/00,Ford Motor Co,345370
57,03/16/00,Ford Motor Co,345370
58,03/16/00,Ford Motor Co,345370
59,03/20/00,Ford Motor Co,345370
60,03/22/00,Ford Motor Co,345370
61,03/22/00,Ford Motor Co,345370
62,03/22/00,Ford Motor Co,345370
63,03/22/00,Ford Motor Co,345370
64,03/22/00,Ford Motor Co,345370
65,03/23/00,Ford Motor Co,345370
66,03/27/00,Ford Motor Co,345370
67,03/28/00,Ford Motor Co,345370
68,04/10/00,Ford Motor Co,345370
69,04/10/00,Ford Motor Co,345370
70,04/10/00,Ford Motor Co,345370
71,04/10/00,Ford Motor Co,345370
72,04/10/00,Ford Motor Co,345370
73,04/10/00,Ford Motor Co,345370
74,04/10/00,Ford Motor Co,345370
75,04/10/00,Ford Motor Co,345370
76,04/10/00,Ford Motor Co,345370
77,04/15/00,Ford Motor Co,345370
78,04/17/00,Ford Motor Co,345370
79,04/20/00,Ford Motor Co,345370
80,04/20/00,Ford Motor Co,345370
81,04/20/00,Ford Motor Co,345370
82,05/03/00,Ford Motor Co,345370
83,05/12/00,Ford Motor Co,345370
84,05/16/00,Ford Motor Co,345370
85,05/16/00,Ford Motor Co,345370
86,05/16/00,Ford Motor Co,345370
87,05/17/00,Ford Motor Co,345370
88,05/17/00,Ford Motor Co,345370
89,05/17/00,Ford Motor Co,345370
90,05/17/00,Ford Motor Co,345370
91,05/17/00,Ford Motor Co,345370
92,05/17/00,Ford Motor Co,345370
93,05/18/00,Ford Motor Co,345370
94,05/22/00,Ford Motor Co,345370
95,05/22/00,Ford Motor Co,345370
96,05/22/00,Ford Motor Co,345370
97,05/24/00,Ford Motor Co,345370
98,06/06/00,Ford Motor Co,345370
99,06/06/00,Ford Motor Co,345370
100,06/06/00,Ford Motor Co,345370
101,06/14/00,Ford Motor Co,345370
102,07/03/00,Ford Motor Co,345370
103,07/03/00,Ford Motor Co,345370
104,07/14/00,Ford Motor Co,345370
105,07/18/00,Ford Motor Co,345370
106,08/01/00,Ford Motor Co,345370
107,08/11/00,Ford Motor Co,345370
108,08/18/00,Ford Motor Co,345370
109,08/18/00,Ford Motor Co,345370
110,08/18/00,Ford Motor Co,345370
111,08/24/00,Ford Motor Co,345370
112,08/24/00,Ford Motor Co,345370
113,08/30/00,Ford Motor Co,345370
114,09/13/00,Ford Motor Co,345370
115,09/18/00,Ford Motor Co,345370
116,09/19/00,Ford Motor Co,345370
117,09/28/00,Ford Motor Co,345370
118,10/03/00,Ford Motor Co,345370
119,10/03/00,Ford Motor Co,345370
120,10/03/00,Ford Motor Co,345370
121,10/04/00,Ford Motor Co,345370
122,10/04/00,Ford Motor Co,345370
123,10/17/00,Ford Motor Co,345370
124,10/17/00,Ford Motor Co,345370
125,10/17/00,Ford Motor Co,345370
126,10/17/00,Ford Motor Co,345370
127,10/17/00,Ford Motor Co,345370
128,10/17/00,Ford Motor Co,345370
129,10/17/00,Ford Motor Co,345370
130,10/17/00,Ford Motor Co,345370
131,10/20/00,Ford Motor Co,345370
132,10/23/00,Ford Motor Co,345370
133,10/23/00,Ford Motor Co,345370
134,10/23/00,Ford Motor Co,345370
135,10/23/00,Ford Motor Co,345370
136,10/24/00,Ford Motor Co,345370
137,10/24/00,Ford Motor Co,345370
138,10/24/00,Ford Motor Co,345370
139,10/24/00,Ford Motor Co,345370
140,10/24/00,Ford Motor Co,345370
141,11/07/00,Ford Motor Co,345370
142,11/07/00,Ford Motor Co,345370
143,11/10/00,Ford Motor Co,345370
144,11/10/00,Ford Motor Co,345370
145,11/10/00,Ford Motor Co,345370
146,11/10/00,Ford Motor Co,345370
147,11/13/00,Ford Motor Co,345370
148,11/14/00,Ford Motor Co,345370
149,11/29/00,Ford Motor Co,345370
150,12/04/00,Ford Motor Co,345370
151,12/05/00,Ford Motor Co,345370
152,12/06/00,Ford Motor Co,345370
153,12/07/00,Ford Motor Co,345370
154,12/07/00,Ford Motor Co,345370
155,12/07/00,Ford Motor Co,345370
156,12/07/00,Ford Motor Co,345370
157,12/07/00,Ford Motor Co,345370
158,12/07/00,Ford Motor Co,345370
159,12/13/00,Ford Motor Co,345370
160,12/13/00,Ford Motor Co,345370
161,12/15/00,Ford Motor Co,345370
162,12/15/00,Ford Motor Co,345370
163,12/20/00,Ford Motor Co,345370
164,01/08/01,Ford Motor Co,345370
165,01/16/01,Ford Motor Co,345370
166,02/05/01,Ford Motor Co,345370
167,02/15/01,Ford Motor Co,345370
168,02/20/01,Ford Motor Co,345370
169,02/22/01,Ford Motor Co,345370
170,02/23/01,Ford Motor Co,345370
171,02/25/01,Ford Motor Co,345370
172,02/25/01,Ford Motor Co,345370
173,02/25/01,Ford Motor Co,345370
174,02/25/01,Ford Motor Co,345370
175,02/26/01,Ford Motor Co,345370
176,03/01/01,Ford Motor Co,345370
177,03/01/01,Ford Motor Co,345370
178,03/06/01,Ford Motor Co,345370
179,03/06/01,Ford Motor Co,345370
180,03/06/01,Ford Motor Co,345370
181,03/15/01,Ford Motor Co,345370
182,03/16/01,Ford Motor Co,345370
183,03/20/01,Ford Motor Co,345370
184,03/27/01,Ford Motor Co,345370
185,04/04/01,Ford Motor Co,345370
186,04/04/01,Ford Motor Co,345370
187,04/04/01,Ford Motor Co,345370
188,04/05/01,Ford Motor Co,345370
189,04/05/01,Ford Motor Co,345370
190,04/10/01,Ford Motor Co,345370
191,04/10/01,Ford Motor Co,345370
192,04/14/01,Ford Motor Co,345370
193,04/17/01,Ford Motor Co,345370
194,04/18/01,Ford Motor Co,345370
195,04/23/01,Ford Motor Co,345370
196,04/25/01,Ford Motor Co,345370
197,04/25/01,Ford Motor Co,345370
198,05/01/01,Ford Motor Co,345370
199,05/01/01,Ford Motor Co,345370
200,05/02/01,Ford Motor Co,345370
201,05/22/01,Ford Motor Co,345370
202,05/22/01,Ford Motor Co,345370
203,05/30/01,Ford Motor Co,345370
204,06/14/01,Ford Motor Co,345370
205,06/21/01,Ford Motor Co,345370
206,06/21/01,Ford Motor Co,345370
207,06/27/01,Ford Motor Co,345370
208,07/02/01,Ford Motor Co,345370
209,07/11/01,Ford Motor Co,345370
210,07/12/01,Ford Motor Co,345370
211,07/12/01,Ford Motor Co,345370
212,07/23/01,Ford Motor Co,345370
213,07/23/01,Ford Motor Co,345370
214,08/01/01,Ford Motor Co,345370
215,08/03/01,Ford Motor Co,345370
216,08/04/01,Ford Motor Co,345370
217,08/29/01,Ford Motor Co,345370
218,08/29/01,Ford Motor Co,345370
219,08/29/01,Ford Motor Co,345370
220,09/04/01,Ford Motor Co,345370
221,09/04/01,Ford Motor Co,345370
222,10/08/01,Ford Motor Co,345370
223,10/16/01,Ford Motor Co,345370
224,10/18/01,Ford Motor Co,345370
225,10/24/01,Ford Motor Co,345370
226,11/14/01,Ford Motor Co,345370
227,01/07/02,Ford Motor Co,345370
228,01/10/02,Ford Motor Co,345370
229,01/11/02,Ford Motor Co,345370
230,01/11/02,Ford Motor Co,345370
231,01/11/02,Ford Motor Co,345370
232,01/15/02,Ford Motor Co,345370
233,01/16/02,Ford Motor Co,345370
234,01/16/02,Ford Motor Co,345370
235,01/22/02,Ford Motor Co,345370
236,01/22/02,Ford Motor Co,345370
237,02/01/02,Ford Motor Co,345370
238,05/14/02,Ford Motor Co,345370
239,05/20/02,Ford Motor Co,345370
240,06/04/02,Ford Motor Co,345370
241,06/04/02,Ford Motor Co,345370
242,06/04/02,Ford Motor Co,345370
243,06/14/02,Ford Motor Co,345370
244,07/15/02,Ford Motor Co,345370
245,07/16/02,Ford Motor Co,345370
246,07/16/02,Ford Motor Co,345370
247,07/29/02,Ford Motor Co,345370
248,07/31/02,Ford Motor Co,345370
249,07/31/02,Ford Motor Co,345370
250,07/31/02,Ford Motor Co,345370
251,07/31/02,Ford Motor Co,345370
252,08/13/02,Ford Motor Co,345370
253,08/20/02,Ford Motor Co,345370
254,08/26/02,Ford Motor Co,345370
255,09/04/02,Ford Motor Co,345370
256,09/16/02,Ford Motor Co,345370
257,09/19/02,Ford Motor Co,345370
258,10/09/02,Ford Motor Co,345370
259,10/09/02,Ford Motor Co,345370
260,10/09/02,Ford Motor Co,345370
261,10/10/02,Ford Motor Co,345370
262,10/16/02,Ford Motor Co,345370
263,10/23/02,Ford Motor Co,345370
264,10/24/02,Ford Motor Co,345370
265,11/06/02,Ford Motor Co,345370
266,11/08/02,Ford Motor Co,345370
267,11/08/02,Ford Motor Co,345370
268,11/20/02,Ford Motor Co,345370
269,12/20/02,Ford Motor Co,345370
270,01/16/03,Ford Motor Co,345370
271,01/16/03,Ford Motor Co,345370
272,01/21/03,Ford Motor Co,345370
273,01/21/03,Ford Motor Co,345370
274,01/29/03,Ford Motor Co,345370
275,01/31/03,Ford Motor Co,345370
276,02/05/03,Ford Motor Co,345370
277,02/05/03,Ford Motor Co,345370
278,02/18/03,Ford Motor Co,345370
279,02/27/03,Ford Motor Co,345370
280,03/03/03,Ford Motor Co,345370
281,03/04/03,Ford Motor Co,345370
282,03/05/03,Ford Motor Co,345370
283,03/10/03,Ford Motor Co,345370
284,03/25/03,Ford Motor Co,345370
285,03/31/03,Ford Motor Co,345370
286,04/29/03,Ford Motor Co,345370
287,06/10/03,Ford Motor Co,345370
288,06/16/03,Ford Motor Co,345370
289,06/17/03,Ford Motor Co,345370
290,07/03/03,Ford Motor Co,345370
291,07/03/03,Ford Motor Co,345370
292,07/10/03,Ford Motor Co,345370
293,07/17/03,Ford Motor Co,345370
294,08/13/03,Ford Motor Co,345370
295,08/27/03,Ford Motor Co,345370
296,09/16/03,Ford Motor Co,345370
297,09/16/03,Ford Motor Co,345370
298,09/25/03,Ford Motor Co,345370
299,10/06/03,Ford Motor Co,345370
300,10/06/03,Ford Motor Co,345370
301,10/14/03,Ford Motor Co,345370
302,10/21/03,Ford Motor Co,345370
303,10/22/03,Ford Motor Co,345370
304,11/10/03,Ford Motor Co,345370
305,11/17/03,Ford Motor Co,345370
306,12/16/03,Ford Motor Co,345370
307,01/07/04,Ford Motor Co,345370
308,01/14/04,Ford Motor Co,345370
309,01/20/04,Ford Motor Co,345370
310,02/03/04,Ford Motor Co,345370
311,02/04/04,Ford Motor Co,345370
312,03/09/04,Ford Motor Co,345370
313,03/17/04,Ford Motor Co,345370
314,03/18/04,Ford Motor Co,345370
315,03/22/04,Ford Motor Co,345370
316,03/30/04,Ford Motor Co,345370
317,05/12/04,Ford Motor Co,345370
318,05/12/04,Ford Motor Co,345370
319,05/19/04,Ford Motor Co,345370
320,05/20/04,Ford Motor Co,345370
321,05/21/04,Ford Motor Co,345370
322,05/24/04,Ford Motor Co,345370
323,06/01/04,Ford Motor Co,345370
324,06/16/04,Ford Motor Co,345370
325,06/21/04,Ford Motor Co,345370
326,07/19/04,Ford Motor Co,345370
327,08/25/04,Ford Motor Co,345370
328,09/21/04,Ford Motor Co,345370
329,10/31/04,Ford Motor Co,345370
330,11/08/04,Ford Motor Co,345370
331,12/15/04,Ford Motor Co,345370
332,01/07/05,Ford Motor Co,345370
333,01/07/05,Ford Motor Co,345370
334,01/07/05,Ford Motor Co,345370
335,01/12/05,Ford Motor Co,345370
336,01/17/05,Ford Motor Co,345370
337,01/17/05,Ford Motor Co,345370
338,02/24/05,Ford Motor Co,345370
339,03/10/05,Ford Motor Co,345370
340,03/10/05,Ford Motor Co,345370
341,03/14/05,Ford Motor Co,345370
342,04/06/05,Ford Motor Co,345370
343,04/12/05,Ford Motor Co,345370
344,04/25/05,Ford Motor Co,345370
345,04/25/05,Ford Motor Co,345370
346,04/26/05,Ford Motor Co,345370
347,04/29/05,Ford Motor Co,345370
348,05/03/05,Ford Motor Co,345370
349,05/16/05,Ford Motor Co,345370
350,05/16/05,Ford Motor Co,345370
351,05/18/05,Ford Motor Co,345370
352,05/18/05,Ford Motor Co,345370
353,05/18/05,Ford Motor Co,345370
354,05/24/05,Ford Motor Co,345370
355,06/03/05,Ford Motor Co,345370
356,06/23/05,Ford Motor Co,345370
357,06/23/05,Ford Motor Co,345370
358,06/23/05,Ford Motor Co,345370
359,06/30/05,Ford Motor Co,345370
360,06/30/05,Ford Motor Co,345370
361,07/12/05,Ford Motor Co,345370
362,07/26/05,Ford Motor Co,345370
363,08/03/05,Ford Motor Co,345370
364,08/03/05,Ford Motor Co,345370
365,08/08/05,Ford Motor Co,345370
366,08/11/05,Ford Motor Co,345370
367,08/12/05,Ford Motor Co,345370
368,09/04/05,Ford Motor Co,345370
369,09/06/05,Ford Motor Co,345370
370,09/09/05,Ford Motor Co,345370
371,09/12/05,Ford Motor Co,345370
372,09/12/05,Ford Motor Co,345370
373,09/12/05,Ford Motor Co,345370
374,09/19/05,Ford Motor Co,345370
375,09/19/05,Ford Motor Co,345370
376,09/19/05,Ford Motor Co,345370
377,09/19/05,Ford Motor Co,345370
378,09/20/05,Ford Motor Co,345370
379,09/20/05,Ford Motor Co,345370
380,09/20/05,Ford Motor Co,345370
381,09/21/05,Ford Motor Co,345370
382,09/21/05,Ford Motor Co,345370
383,09/21/05,Ford Motor Co,345370
384,09/30/05,Ford Motor Co,345370
385,10/05/05,Ford Motor Co,345370
386,10/10/05,Ford Motor Co,345370
387,10/17/05,Ford Motor Co,345370
388,11/02/05,Ford Motor Co,345370
389,11/02/05,Ford Motor Co,345370
390,11/02/05,Ford Motor Co,345370
391,11/02/05,Ford Motor Co,345370
392,11/07/05,Ford Motor Co,345370
393,11/16/05,Ford Motor Co,345370
394,11/23/05,Ford Motor Co,345370
395,12/08/05,Ford Motor Co,345370
396,12/09/05,Ford Motor Co,345370
397,12/13/05,Ford Motor Co,345370
398,01/07/06,Ford Motor Co,345370
399,01/10/06,Ford Motor Co,345370
400,01/17/06,Ford Motor Co,345370
401,01/17/06,Ford Motor Co,345370
402,01/19/06,Ford Motor Co,345370
403,01/27/06,Ford Motor Co,345370
404,02/09/06,Ford Motor Co,345370
405,02/09/06,Ford Motor Co,345370
406,02/12/06,Ford Motor Co,345370
407,02/16/06,Ford Motor Co,345370
408,03/03/06,Ford Motor Co,345370
409,03/07/06,Ford Motor Co,345370
410,03/20/06,Ford Motor Co,345370
411,03/21/06,Ford Motor Co,345370
412,03/22/06,Ford Motor Co,345370
413,04/03/06,Ford Motor Co,345370
414,04/05/06,Ford Motor Co,345370
415,04/07/06,Ford Motor Co,345370
416,04/12/06,Ford Motor Co,345370
417,04/18/06,Ford Motor Co,345370
418,04/18/06,Ford Motor Co,345370
419,04/21/06,Ford Motor Co,345370
420,04/21/06,Ford Motor Co,345370
421,04/24/06,Ford Motor Co,345370
422,04/25/06,Ford Motor Co,345370
423,05/02/06,Ford Motor Co,345370
424,05/03/06,Ford Motor Co,345370
425,05/08/06,Ford Motor Co,345370
426,05/09/06,Ford Motor Co,345370
427,05/09/06,Ford Motor Co,345370
428,05/10/06,Ford Motor Co,345370
429,05/11/06,Ford Motor Co,345370
430,05/17/06,Ford Motor Co,345370
431,05/22/06,Ford Motor Co,345370
432,05/23/06,Ford Motor Co,345370
433,05/23/06,Ford Motor Co,345370
434,05/23/06,Ford Motor Co,345370
435,05/25/06,Ford Motor Co,345370
436,06/06/06,Ford Motor Co,345370
437,06/12/06,Ford Motor Co,345370
438,06/21/06,Ford Motor Co,345370
439,06/26/06,Ford Motor Co,345370
440,06/27/06,Ford Motor Co,345370
441,06/27/06,Ford Motor Co,345370
442,07/03/06,Ford Motor Co,345370
443,07/06/06,Ford Motor Co,345370
444,07/11/06,Ford Motor Co,345370
445,07/18/06,Ford Motor Co,345370
446,07/18/06,Ford Motor Co,345370
447,07/19/06,Ford Motor Co,345370
448,07/19/06,Ford Motor Co,345370
449,07/19/06,Ford Motor Co,345370
450,07/21/06,Ford Motor Co,345370
451,07/24/06,Ford Motor Co,345370
452,07/26/06,Ford Motor Co,345370
453,07/27/06,Ford Motor Co,345370
454,07/27/06,Ford Motor Co,345370
455,07/27/06,Ford Motor Co,345370
456,08/01/06,Ford Motor Co,345370
457,08/01/06,Ford Motor Co,345370
458,08/07/06,Ford Motor Co,345370
459,08/23/06,Ford Motor Co,345370
460,09/06/06,Ford Motor Co,345370
461,09/06/06,Ford Motor Co,345370
462,09/07/06,Ford Motor Co,345370
463,09/21/06,Ford Motor Co,345370
464,09/27/06,Ford Motor Co,345370
465,10/03/06,Ford Motor Co,345370
466,10/05/06,Ford Motor Co,345370
467,10/16/06,Ford Motor Co,345370
468,10/17/06,Ford Motor Co,345370
469,10/18/06,Ford Motor Co,345370
470,10/23/06,Ford Motor Co,345370
471,10/31/06,Ford Motor Co,345370
472,11/01/06,Ford Motor Co,345370
473,11/02/06,Ford Motor Co,345370
474,11/13/06,Ford Motor Co,345370
475,11/13/06,Ford Motor Co,345370
476,11/13/06,Ford Motor Co,345370
477,11/13/06,Ford Motor Co,345370
478,11/13/06,Ford Motor Co,345370
479,11/14/06,Ford Motor Co,345370
480,11/15/06,Ford Motor Co,345370
481,11/15/06,Ford Motor Co,345370
482,11/16/06,Ford Motor Co,345370
483,11/20/06,Ford Motor Co,345370
484,12/11/06,Ford Motor Co,345370
485,12/16/06,Ford Motor Co,345370
486,01/03/07,Ford Motor Co,345370
487,01/08/07,Ford Motor Co,345370
488,01/08/07,Ford Motor Co,345370
489,01/10/07,Ford Motor Co,345370
490,01/15/07,Ford Motor Co,345370
491,01/30/07,Ford Motor Co,345370
492,01/31/07,Ford Motor Co,345370
493,02/09/07,Ford Motor Co,345370
494,02/12/07,Ford Motor Co,345370
495,02/13/07,Ford Motor Co,345370
496,03/05/07,Ford Motor Co,345370
497,03/09/07,Ford Motor Co,345370
498,03/13/07,Ford Motor Co,345370
499,03/21/07,Ford Motor Co,345370
500,03/22/07,Ford Motor Co,345370
501,03/22/07,Ford Motor Co,345370
502,04/01/07,Ford Motor Co,345370
503,04/03/07,Ford Motor Co,345370
504,04/04/07,Ford Motor Co,345370
505,04/13/07,Ford Motor Co,345370
506,04/13/07,Ford Motor Co,345370
507,04/13/07,Ford Motor Co,345370
508,04/13/07,Ford Motor Co,345370
